"","text","possibly_sensitive","author_id","created_at.x","lang","id","reply_settings","conversation_id","url","name","profile_image_url","verified","location","protected","description","username","created_at.y","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","in_reply_to_user_id","pinned_tweet_id","geo_place_id","text_with_display_links","reply.to.thread.no.term"
"129","So back to Tampa Bay area again and it's sewer problems.

This was December 2018
""St. Petersburg has spilled 2 million gallons of wastewater in the last three months"" 
#SaveOurWater
. https   www tampabay com st petersburg st petersburg has spilled 2 million gallons of wastewater in the last three months 20181207",FALSE,"578516563",2019-08-22 19:12:17,"en","1164616298741075968","everyone","1164587228129091586",NA,"gary","https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg",FALSE,NA,FALSE,"Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.","gporter812","2012-05-13T00:32:41.000Z",0,1,0,0,0,438,413,53379,3,"578516563","1598475194154340353",NA,"So back to Tampa Bay area again and it's sewer problems.

This was December 2018
""St. Petersburg has spilled 2 million gallons of wastewater in the last three months"" 
#SaveOurWater
https://t.co/fntJJiOvdG",FALSE
"130","@plantlady293 @maga_proud St Petersburg Florida had dumped 400,000 gallons of raw sewage into Tampa Bay. They continue to allow building many high-rise condos downtown, but I don’t see impact fees to help upgrade the infrastructure and sewage system! #PrayforMotherEarth. ",FALSE,"2908484667",2019-08-23 12:36:42,"en","1164879132871802881","everyone","1164864818744123392","https://t.co/FDusM5hCCM","Sue Ontiveros","https://pbs.twimg.com/profile_images/632884777926836224/iu5-P7oc_normal.jpg",FALSE,"Florida, USA",FALSE,"Entrepreneur, Health Enthusiast, Anti-Aging, Colon Therapist,","LVN4freedom","2014-12-06T23:53:56.000Z",0,1,1,0,0,131,629,615,2,"1254645558",NA,NA,"@plantlady293 @maga_proud St Petersburg Florida had dumped 400,000 gallons of raw sewage into Tampa Bay. They continue to allow building many high-rise condos downtown, but I don’t see impact fees to help upgrade the infrastructure and sewage system! #PrayforMotherEarth",FALSE
"131","@Kriseman @iLovetheBurg Good hopefully St Pete wont have to pump or let sewage run in the bay since they are more worried at a pier than the environment. ",FALSE,"444173014",2019-08-30 22:05:31,"en","1167558997416845313","everyone","1167545311667113985",NA,"🧩Ric Johnson🧩","https://pbs.twimg.com/profile_images/1164851126556155904/UvxkJVLh_normal.jpg",FALSE,"Clearwater FL",FALSE,"Christian, Husband ,Father, wanna be photographer, Pittsburgh Steelers fan! Music fan","RicJohnson2","2011-12-23T00:08:30.000Z",0,0,0,0,0,206,393,1153,1,"62009570",NA,NA,"@Kriseman @iLovetheBurg Good hopefully St Pete wont have to pump or let sewage run in the bay since they are more worried at a pier than the environment",FALSE
"132","“There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

. https   www tampabay com florida politics buzz 2019 09 12 gov ron desantis wants tougher fines for sewage spills is it because of st petersburg",FALSE,"234007105",2019-09-12 00:36:04,"en","1171945537219768326","everyone","1171945537219768326","https://t.co/legWM94AHg","Josh Solomon","https://pbs.twimg.com/profile_images/1133834153886191616/7Qn4tprL_normal.png",FALSE,"Tampa, Florida",FALSE,"Former @TB_times reporter. @MedillSchool grad. That mantra that all pizza is good pizza is patently false.","ByJoshSolomon","2011-01-04T16:50:04.000Z",8,3,15,1,0,2373,1804,5204,86,NA,NA,NA,"“There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W",FALSE
"133","RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

. https   www tampabay com florida politics buzz 2019 09 12 gov ron desantis wants tougher fines for sewage spills is it because of st petersburg",FALSE,"2560039170",2019-09-12 00:36:53,"en","1171945741805379585","everyone","1171945741805379585","https://t.co/ziUQGalehb","Ben Leonard","https://pbs.twimg.com/profile_images/1511758380469268490/71YMgmk-_normal.jpg",TRUE,"Washington, DC",FALSE,"@POLITICO health care reporter, Future Pulse author | Tips: bleonard@politico.com | Proud @Duke_DeWitt alum | Cover photo: @m1brochstein","_BenLeonard_","2014-06-10T22:46:41.000Z",8,0,0,0,0,2550,1001,10875,89,NA,"1545465737149665280",NA,"RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W",FALSE
"134","RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

. https   www tampabay com florida politics buzz 2019 09 12 gov ron desantis wants tougher fines for sewage spills is it because of st petersburg",FALSE,"165885518",2019-09-12 00:51:01,"en","1171949298323460098","everyone","1171949298323460098","https://t.co/Zeeri72QSQ","Amy Hollyfield","https://pbs.twimg.com/profile_images/1444823596665348098/DjVVQCUO_normal.jpg",TRUE,"Dallas, TX",FALSE,"Managing Editor @dallasnews. Northwestern graduate. Michigan native. She/Her.","amy_hollyfield","2010-07-12T20:02:04.000Z",8,0,0,0,0,9709,3807,63374,450,NA,NA,NA,"RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W",FALSE
"135","RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

. https   www tampabay com florida politics buzz 2019 09 12 gov ron desantis wants tougher fines for sewage spills is it because of st petersburg",FALSE,"17873369",2019-09-12 01:47:16,"en","1171963456842620928","everyone","1171963456842620928","https://t.co/uISsduaLRA","Charlie Frago","https://pbs.twimg.com/profile_images/1169326335266873344/TEB8ae5V_normal.jpg",TRUE,"Tampa, FL",FALSE,"Tampa City Hall reporter for @TB_Times. Formerly covered St. Petersburg and Clearwater. Retweets and Favorites aren't endorsements.","CharlieFrago","2008-12-04T18:03:12.000Z",8,0,0,0,0,4927,3737,14783,155,NA,NA,NA,"RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W",FALSE
"136","RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

. https   www tampabay com florida politics buzz 2019 09 12 gov ron desantis wants tougher fines for sewage spills is it because of st petersburg",FALSE,"1938703328",2019-09-12 01:56:19,"en","1171965732843859968","everyone","1171965732843859968",NA,"Bobby Bills","https://pbs.twimg.com/profile_images/820682206754590721/92aa6mfi_normal.jpg",FALSE,"St Petersburg, FL",FALSE,"Tampa area","BobbyBillsTV","2013-10-05T19:56:13.000Z",8,0,0,0,0,486,325,9422,15,NA,"1532115837020254208",NA,"RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W",FALSE
"137","RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

. https   www tampabay com florida politics buzz 2019 09 12 gov ron desantis wants tougher fines for sewage spills is it because of st petersburg",FALSE,"121962605",2019-09-12 01:58:22,"en","1171966249632489472","everyone","1171966249632489472",NA,"Texan for the Resistance","https://pbs.twimg.com/profile_images/1279257856450211840/qdYT02PU_normal.jpg",FALSE,"St. Petersburg, Florida",FALSE,"Single father of 3: Human #resister #impeachtrump #republicanforbiden (Tomorrow there will be more of us) #publiclands and #oceans advocate","BrandonShuler","2010-03-11T04:43:24.000Z",8,0,0,0,0,662,783,10053,21,NA,NA,NA,"RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W",FALSE
"138","RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

. https   www tampabay com florida politics buzz 2019 09 12 gov ron desantis wants tougher fines for sewage spills is it because of st petersburg",FALSE,"22647909",2019-09-12 02:56:10,"en","1171980792794189831","everyone","1171980792794189831","https://t.co/2pICTD3oNB","Anthony Pedicini","https://pbs.twimg.com/profile_images/770287879008378881/XIZ9XFci_normal.jpg",FALSE,"Tampa, Florida",FALSE,"#political #strategist & #history student #FSU alumnus. Love fine wine finer #Scotch & finest cigars. #Catholic in belief. #Hockey & #hunting","anthonypedicini","2009-03-03T17:22:12.000Z",8,0,0,0,0,2211,790,19244,48,NA,NA,NA,"RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W",FALSE
"139","RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

. https   www tampabay com florida politics buzz 2019 09 12 gov ron desantis wants tougher fines for sewage spills is it because of st petersburg",FALSE,"22688529",2019-09-12 05:27:17,"en","1172018826004848640","everyone","1172018826004848640",NA,"5WA - Robert Neff","https://pbs.twimg.com/profile_images/1337867242529284097/2bo5T07L_normal.jpg",FALSE,"St Petersburg, FL",FALSE,"Storyteller 4 @CondoSeniors, @DrivingTheDivas, @PelicanBeakon. Travel/WIldlife/Nature photographer, writer, artist, #NASASocial, #Vet, Unbiased opinion, #press","5wa","2009-03-03T22:06:07.000Z",8,0,0,0,0,14370,15422,268935,760,NA,NA,NA,"RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W",FALSE
"140","@ByJoshSolomon Josh, Glad to see Times covering #StPete sewage but where was the Times when Mayor Kriseman/CM Kornell/Police were violating resident’s First Admendment Rights? This is a criminal violation. FYI @GovRonDeSantis, were you aware of this? Thoughts? . https   www bpiol com 2019 01 why didnt mayor kriseman enforce noise html",FALSE,"22688529",2019-09-12 05:40:28,"en","1172022141438636032","everyone","1171945537219768326",NA,"5WA - Robert Neff","https://pbs.twimg.com/profile_images/1337867242529284097/2bo5T07L_normal.jpg",FALSE,"St Petersburg, FL",FALSE,"Storyteller 4 @CondoSeniors, @DrivingTheDivas, @PelicanBeakon. Travel/WIldlife/Nature photographer, writer, artist, #NASASocial, #Vet, Unbiased opinion, #press","5wa","2009-03-03T22:06:07.000Z",0,0,0,0,0,14264,15391,269357,762,"234007105",NA,NA,"@ByJoshSolomon Josh, Glad to see Times covering #StPete sewage but where was the Times when Mayor Kriseman/CM Kornell/Police were violating resident’s First Admendment Rights? This is a criminal violation. FYI @GovRonDeSantis, were you aware of this? Thoughts? https://t.co/wggILIVlhn",TRUE
"141","RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

. https   www tampabay com florida politics buzz 2019 09 12 gov ron desantis wants tougher fines for sewage spills is it because of st petersburg",FALSE,"157814573",2019-09-12 11:30:09,"en","1172110142457942023","everyone","1172110142457942023",NA,"Kathryn Varn","https://pbs.twimg.com/profile_images/1566495684932653059/HqvHHdUf_normal.jpg",TRUE,"kvarn@gannett.com",FALSE,"Statewide enterprise reporter @USAToday Network Florida 🍊 // Contributing writer to @A24's 'Florida!' book 🦩 // @TB_Times @UF alum // she/her // 727-238-5315","kathrynvarn","2010-06-21T00:06:06.000Z",8,0,0,0,0,5930,2319,18044,174,NA,"1572938645941755907",NA,"RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W",FALSE
"142","He specifically referenced the Tampa Bay area, which has had its share of sewage incidents in recent years, most notably in St. Petersburg.
. https   www tampabay com florida politics buzz 2019 09 12 gov ron desantis wants tougher fines for sewage spills is it because of st petersburg",FALSE,"17797249",2019-09-12 21:00:01,"en","1172253555232845824","everyone","1172253555232845824","https://t.co/fC98bjcNbc","Buzz on Politics by Tampa Bay Times","https://pbs.twimg.com/profile_images/1158467683056345088/GAV23Epx_normal.jpg",FALSE,"Tampa Bay, Florida",FALSE,"Don't miss a minute of Florida politics with our award-winning team: @allisonsross @kirbywtweets @lmower3 @langstonitaylor @romyellenbogen","PoliticsTBTimes","2008-12-02T02:44:25.000Z",0,0,0,1,0,14585,1572,46424,650,NA,NA,NA,"He specifically referenced the Tampa Bay area, which has had its share of sewage incidents in recent years, most notably in St. Petersburg.
https://t.co/BGDEBnELtk",FALSE
"143","He specifically referenced the Tampa Bay area, which has had its share of sewage incidents in recent years, most notably in St. Petersburg.
. https   www tampabay com florida politics buzz 2019 09 12 gov ron desantis wants tougher fines for sewage spills is it because of st petersburg",FALSE,"32455305",2019-09-13 00:00:01,"en","1172298851799068675","everyone","1172298851799068675","http://t.co/RSOubSK5uc","Business by Tampa Bay Times","https://pbs.twimg.com/profile_images/1156927767218393089/iKv3cz2r_normal.jpg",FALSE,"St. Petersburg, FL",FALSE,"We're your guide to local business — from residential & commercial real estate to retail, energy & economic development, plus jobs & the economy — by @TB_Times.","TBTimesBiz","2009-04-17T15:52:06.000Z",0,0,0,0,0,7179,4798,19989,293,NA,NA,NA,"He specifically referenced the Tampa Bay area, which has had its share of sewage incidents in recent years, most notably in St. Petersburg.
https://t.co/8kbWvybPPL",FALSE
"144","He specifically referenced the Tampa Bay area, which has had its share of sewage incidents in recent years, most notably in St. Petersburg.
. https   www tampabay com florida politics buzz 2019 09 12 gov ron desantis wants tougher fines for sewage spills is it because of st petersburg",FALSE,"14304462",2019-09-13 02:30:00,"en","1172336599247360000","everyone","1172336599247360000","https://t.co/cGIDc1tNIf","Tampa Bay Times","https://pbs.twimg.com/profile_images/1066713591246725120/wFmoB0Xs_normal.jpg",TRUE,"St. Petersburg, Florida",FALSE,"Florida's largest newspaper with 14 Pulitzer Prizes. Have story ideas or tips? DM us. Support our local journalism: https://t.co/9cTNKzUWzN","TB_Times","2008-04-04T17:14:50.000Z",0,1,3,0,0,319684,5489,267635,3122,NA,"1593648689536413696",NA,"He specifically referenced the Tampa Bay area, which has had its share of sewage incidents in recent years, most notably in St. Petersburg.
https://t.co/gfc7Q8ga6k",FALSE
"145","After a series of horrific #sewage spills in 2016 despoiled Tampa Bay and other local waters, the environmental groups brought suit against the cities of St. Petersburg and Gulfport to stop serious violations of the federal #CleanWaterAct . https   waterkeeper org suncoast waterkeepers sick of sewage campaign resolves lawsuit against sarasota county",FALSE,"1088196428961406976",2019-10-18 23:00:15,"en","1185329773716934656","everyone","1185329773716934656","https://t.co/AR8sz1dyFZ","American Water Security Project","https://pbs.twimg.com/profile_images/1088562451866501120/isA81Jbq_normal.jpg",FALSE,NA,FALSE,"Promoting the need for #sewage and #wastewater #infrastructure upgrades and repairs, #ethical treatment of wastewater, and protection of our nation's waters","awsproject","2019-01-23T22:07:01.000Z",0,0,0,0,0,92,95,1368,1,NA,NA,NA,"After a series of horrific #sewage spills in 2016 despoiled Tampa Bay and other local waters, the environmental groups brought suit against the cities of St. Petersburg and Gulfport to stop serious violations of the federal #CleanWaterAct https://t.co/mPXLyjfQGq",FALSE
"146","Thank goodness, y’all. Our water crisis is over. Well done St. Pete. This is a major victory. I was worried some time and legislation would be put into the sewage dumping into the bay, but this, this is much better. . https   www fox13news com news pinellas county bans horseback riding near skyway bridge",FALSE,"10892982",2019-10-23 20:22:39,"en","1187102051542716416","everyone","1187102051542716416","https://t.co/HbW8SKTjB3","travisthompson","https://pbs.twimg.com/profile_images/747764734527676416/KMcOcuUb_normal.jpg",FALSE,"Winter Haven, FL",FALSE,"Conservationist. Floridian. Dad. Husband.  RT doesn’t equal endorsement.","travisthompson","2007-12-06T03:41:35.000Z",0,3,4,0,0,5954,2200,5226,31,NA,NA,NA,"Thank goodness, y’all. Our water crisis is over. Well done St. Pete. This is a major victory. I was worried some time and legislation would be put into the sewage dumping into the bay, but this, this is much better. https://t.co/gx6E0dA1PX",FALSE
"147","@travisthompson Actually the bigger problem at that location is the wave runners and jet skis.  Clean that mess up as well and get that fishery back to where it once was.. ",FALSE,"17356466",2019-10-23 20:25:16,"en","1187102713705881600","everyone","1187102051542716416",NA,"Chris","https://pbs.twimg.com/profile_images/950192464446541824/wbsGKdwq_normal.jpg",FALSE,NA,FALSE,"Sports Partisan | Political Moderate | USF '97 | TB Bucs • USF Bulls • TB Rays • TB Lightning | History Enthusiast","cferrera","2008-11-13T03:49:48.000Z",0,0,1,0,0,446,862,32883,23,"10892982",NA,NA,"@travisthompson Actually the bigger problem at that location is the wave runners and jet skis.  Clean that mess up as well and get that fishery back to where it once was.",TRUE
"148","@travisthompson I am sensing sarcasm here :). ",FALSE,"297525009",2019-10-23 20:45:27,"en","1187107789518311429","everyone","1187102051542716416","http://t.co/WmkEcFaqdl","Pete Prior","https://pbs.twimg.com/profile_images/378800000420317534/67f3a0636c55c566a6ae6a833ee57540_normal.jpeg",FALSE,NA,FALSE,"","pkp911","2011-05-12T17:12:42.000Z",0,0,1,0,0,113,102,706,3,"10892982",NA,NA,"@travisthompson I am sensing sarcasm here :)",TRUE
"149","@travisthompson Ridiculous.. ",FALSE,"909302815",2019-10-23 22:09:45,"fr","1187129007982153728","everyone","1187102051542716416",NA,"Brad Yunkari","https://pbs.twimg.com/profile_images/1221973122276040705/9ZcqpFwG_normal.jpg",FALSE,"Florida, USA",FALSE,"","BMYunk","2012-10-28T01:45:08.000Z",0,0,1,0,0,20,258,340,0,"10892982",NA,NA,"@travisthompson Ridiculous.",TRUE
"150","But they're okay with St. Pete dumping millions of gallons of sewage in the bay :/ . https   twitter com FOX13News status 1187017080274653186",FALSE,"31303883",2019-10-24 12:29:25,"en","1187345349628907522","everyone","1187345349628907522",NA,"Shillagan","https://pbs.twimg.com/profile_images/1553845479221370884/xskH3GeU_normal.jpg",FALSE,"Florida",FALSE,"A Dirty Hippy who enjoys Life & loves Christ. 
""For I do not understand my own actions. For I do not do what I want, but I do the very thing I hate"" Romans 7:15","Shillagan","2009-04-15T01:59:44.000Z",0,0,0,0,0,221,494,29923,5,NA,"1473386958487527432",NA,"But they're okay with St. Pete dumping millions of gallons of sewage in the bay :/ https://t.co/36qY6MxRff",FALSE
"151","@TB_Times @tbocom Yep St Pete the same slim ball City that dumps sewage into the gulf each year. ",FALSE,"2432766175",2019-11-07 19:11:21,"en","1192519928064217088","everyone","1192515699161227266",NA,"PC Guy","https://pbs.twimg.com/profile_images/453326377580650496/5aXH9yOj_normal.jpeg",FALSE,NA,FALSE,"","TheAwesomePCGuy","2014-04-08T00:06:45.000Z",0,0,0,0,0,5,73,1870,0,"14304462",NA,NA,"@TB_Times @tbocom Yep St Pete the same slim ball City that dumps sewage into the gulf each year",FALSE
"152","The panel took up a measure to expand St. Pete Beach #Wastewater System &amp; another measure was posed to push septic tank users near Lake Apopka to a sewer system. Studies point to septic tank leaks as a trigger for toxic #algae blooms in #Florida  @Fla_Pol. https   floridapolitics com archives 311043 house panel appropriations bills",FALSE,"1088196428961406976",2019-11-15 00:00:20,"en","1195129366910513158","everyone","1195129366910513158","https://t.co/AR8sz1dyFZ","American Water Security Project","https://pbs.twimg.com/profile_images/1088562451866501120/isA81Jbq_normal.jpg",FALSE,NA,FALSE,"Promoting the need for #sewage and #wastewater #infrastructure upgrades and repairs, #ethical treatment of wastewater, and protection of our nation's waters","awsproject","2019-01-23T22:07:01.000Z",0,0,0,0,0,92,95,1368,1,NA,NA,NA,"The panel took up a measure to expand St. Pete Beach #Wastewater System &amp; another measure was posed to push septic tank users near Lake Apopka to a sewer system. Studies point to septic tank leaks as a trigger for toxic #algae blooms in #Florida https://t.co/Xtcp8SdLoR @Fla_Pol",FALSE
"153","@Kriseman @usmayors Strange choice given St Pete history of dumping sewage into the bay...... ",FALSE,"248273327",2020-01-21 20:57:22,"en","1219725699097026560","everyone","1219714460719423491",NA,"nickrogone","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,NA,FALSE,"","nickrogone2d","2011-02-06T17:01:45.000Z",0,0,0,0,0,15,226,3216,0,"62009570",NA,NA,"@Kriseman @usmayors Strange choice given St Pete history of dumping sewage into the bay.....",FALSE
"154","@GretaThunberg .. which adds to this 2014 experiment, where GPS transmitters flushed down St.Petersburg toilets showed that claims that the dumping of untreated sewage into the Baltic via the Neva had stopped were a deception ..  



1/5. https   www helsinkitimes fi finland finland news domestic 12804 russian wastewater not treated but flows to the gulf of finland html",FALSE,"14204549",2020-05-28 18:08:49,"en","1266068929828528128","everyone","1265539767896281090","https://t.co/mqzrDWrLG5","neuroplastic","https://pbs.twimg.com/profile_images/1180869041369620485/U-4GHOXq_normal.jpg",FALSE,"http://bitly.ws/zgSs",FALSE,"They who would not sacrifice their own souls to save the whole world, are, as it seems to me, illogical in all their inferences, collectively. - CS Peirce","mylesbyrne","2008-03-24T00:48:48.000Z",0,1,0,0,0,561,1240,6239,12,"1006419421244678144","1514564997929742338",NA,"@GretaThunberg .. which adds to this 2014 experiment, where GPS transmitters flushed down St.Petersburg toilets showed that claims that the dumping of untreated sewage into the Baltic via the Neva had stopped were a deception ..  

https://t.co/7FsvAQUUHy

1/5",FALSE
"155","I know Peter made disparaging remarks about Alabama but didn’t think Florida man would write off who counties of our state🤷🏻‍♂️ I guess we all can’t be St. Pete and pump our sewage into the ocean . https   twitter com PeterSchorschFL status 1276665644898029568",FALSE,"23283834",2020-06-27 12:29:20,"en","1276855128436494337","everyone","1276855128436494337","https://t.co/u1S0wfTsZH","Evan Power","https://pbs.twimg.com/profile_images/1526972797544763395/XBVSIXSv_normal.jpg",FALSE,"Tallahassee",FALSE,"Husband to @TheMelissaPower | @floridagop Chairman of Chairs | @leongop Chairman | ‘16 & ’20 @GOP Convention Delegate | @floridastate and @McCallieSchool Alum","EvanPower","2009-03-08T06:22:19.000Z",0,2,2,0,0,20566,7212,20424,41,NA,NA,NA,"I know Peter made disparaging remarks about Alabama but didn’t think Florida man would write off who counties of our state🤷🏻‍♂️ I guess we all can’t be St. Pete and pump our sewage into the ocean https://t.co/PWHrQo8RDw",FALSE
"156","@EvanPower Lake county is a metropolis compared to much the rest of us who live north of there. His follow-up tweet to that is just as condescending towards rural Florida. Erases any doubt about how south Floridians look at the rest of us because we choose to live away from the mayhem. ",FALSE,"2471783274",2020-06-27 12:40:23,"en","1276857910799327232","everyone","1276855128436494337",NA,"David Biddle","https://pbs.twimg.com/profile_images/1446986547144929286/yw50bHhW_normal.jpg",FALSE,"Trenton, FL",FALSE,"Saved through God's grace.   Fundamentalist     Traditional conservative         Gilchrist GOP Chair.     Go Gators 🐊  Go Dolphins.  
Average horse player","davidebiddle","2014-05-01T02:08:12.000Z",1,0,1,1,0,2174,3068,26145,19,"23283834","1135241047859224576",NA,"@EvanPower Lake county is a metropolis compared to much the rest of us who live north of there. His follow-up tweet to that is just as condescending towards rural Florida. Erases any doubt about how south Floridians look at the rest of us because we choose to live away from the mayhem",TRUE
"157","@EvanPower Pete should stay on St. Pete, he doesn't fit in well with someplace without a 5 star resort.. ",FALSE,"386558100",2020-06-27 14:08:27,"en","1276880071777751042","everyone","1276855128436494337",NA,"Bruce Cotton","https://pbs.twimg.com/profile_images/782066158027542528/eCB3PI1z_normal.jpg",FALSE,"Largo, FL",FALSE,"Recovering political junkie, military historian, voracious reader, wargamer","Beck2342","2011-10-07T13:58:06.000Z",0,0,0,0,0,56,186,1090,0,"23283834",NA,NA,"@EvanPower Pete should stay on St. Pete, he doesn't fit in well with someplace without a 5 star resort.",TRUE
"158","@GovRonDeSantis @debbie_mayfield @bobbypaynefl Probably need to research what’s happening in the waterways here in the City of St. Petersburg. Sewage dumps, the likes of which you’ve never seen. It’s recorded and confirmed by law enforcement as well as the Tampa Bay Times. All at the hands of Mayor Rick Kreisman.. ",FALSE,"549787167",2020-07-01 19:17:41,"en","1278407445895884800","everyone","1278360324173967361",NA,"Freedom2021","https://pbs.twimg.com/profile_images/1418332510258356227/NZZz0Fmd_normal.jpg",FALSE,"United States of Florida",FALSE,"Americans are free to make choices for themselves and their children. You do yoU, let me do me. THIS IS AMERICA! HOME OF THE FREE!!","WeAreFree2021","2012-04-10T01:29:28.000Z",0,0,0,0,0,133,148,6838,0,"1058807868",NA,NA,"@GovRonDeSantis @debbie_mayfield @bobbypaynefl Probably need to research what’s happening in the waterways here in the City of St. Petersburg. Sewage dumps, the likes of which you’ve never seen. It’s recorded and confirmed by law enforcement as well as the Tampa Bay Times. All at the hands of Mayor Rick Kreisman.",FALSE
"159","@Sarah_Nicolas I mean,  Tampa at St Pete have issues with sewer runoff dumping into the bay every time it rains.  They said they fixed it a few years ago but.... ",FALSE,"17134154",2020-07-06 19:44:17,"en","1280226078368374784","everyone","1280224829657014283",NA,"this fish flies","https://pbs.twimg.com/profile_images/1269993696365367298/skGyo1ix_normal.jpg",FALSE,"Almost Atlanta",FALSE,"Sailor Moon Says No To Police Brutality 

Abby. She/her.
🐟🌠💖🌈               
                            
月。桃。葛。虫。","thisfishflies","2008-11-03T16:59:57.000Z",0,0,1,0,0,244,564,55885,15,"14262952","17471467583",NA,"@Sarah_Nicolas I mean,  Tampa at St Pete have issues with sewer runoff dumping into the bay every time it rains.  They said they fixed it a few years ago but...",FALSE
