"","text","id","reply_settings","lang","conversation_id","author_id","possibly_sensitive","created_at.x","location","created_at.y","pinned_tweet_id","protected","description","name","username","verified","profile_image_url","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","public_metrics.y_like_count","public_metrics.y_media_count","text_with_display_links","url","in_reply_to_user_id"
"58","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1811053222229880840","everyone","en","1811053222229880840","4571702295",FALSE,2024-07-10 15:01:50,"Global free spirit ","2015-12-22T21:37:20.000Z","1804195814165672136",FALSE,"financial planner: advocating for financial security through a financial plan| public speaker| Advocate 4 women/kids/veterans| #LQBTQrights","Devika #Bluecrew ❤️EarthSteward #Women&LGBTQRights","DSKnyc1",FALSE,"https://pbs.twimg.com/profile_images/1515847139238113284/FA_0cfXL_x96.jpg",34,0,0,0,0,0,17328,15636,89297,9,243091,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY","https://t.co/GdYjYW7d3w",NA
"59","RT @floridafriends: ""The money will go toward the Tampa Bay Estuary Program’s efforts to track oxygen levels, nitrogen and phosphorus concentrations and other metrics to determine the bay’s health."" . https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1811048133696061692","everyone","en","1811048133696061692","1106581368",FALSE,2024-07-10 14:41:37,"USA","2013-01-20T15:54:46.000Z","1153718482351067138",FALSE,"artist,wordsmith, equestrian, publisher of Red Mare       Zoeglossia Fellow","Su Zi","xsuzi00",FALSE,"https://pbs.twimg.com/profile_images/500043880285601793/cywDsU2O_x96.jpeg",1,0,0,0,0,0,1543,382,255884,139,1898,NA,"RT @floridafriends: ""The money will go toward the Tampa Bay Estuary Program’s efforts to track oxygen levels, nitrogen and phosphorus concentrations and other metrics to determine the bay’s health."" https://t.co/PtSc8rMJUo","https://t.co/glljIHlrOz",NA
"60","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1811022614883668018","everyone","en","1811022614883668018","63522864",FALSE,2024-07-10 13:00:13,"Largo, FL, USA","2009-08-06T19:54:05.000Z","1309229920904720385",FALSE,"IT Accountant-Mom-#Democracy #BlackLivesMatter #LGBTQRights #DeathtoAnimalAbusers #SlavaUkraini #CivilRights;If I don't follow you, DM=blocked; She/Her","Froannie 🟧","mod19girl",FALSE,"https://pbs.twimg.com/profile_images/1789654438656819200/sJBuYpzI_x96.jpg",34,0,0,0,0,0,1891,3370,224674,1,147755,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY",NA,NA
"61","""The money will go toward the Tampa Bay Estuary Program’s efforts to track oxygen levels, nitrogen and phosphorus concentrations and other metrics to determine the bay’s health."" . https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1811013864269451660","everyone","en","1811013864269451660","278560749",FALSE,2024-07-10 12:25:26,"Florida","2011-04-07T14:28:47.000Z",NA,FALSE,"1000 Friends of Florida -- fighting sprawl, saving special places, building better communities, protecting habitats.  Facebook: http://t.co/c1vLWVw1nz","Friends of Florida","floridafriends",FALSE,"https://pbs.twimg.com/profile_images/1189630935597277184/tmYoU941_x96.jpg",1,0,2,0,0,88,6511,3292,13187,177,242,NA,"""The money will go toward the Tampa Bay Estuary Program’s efforts to track oxygen levels, nitrogen and phosphorus concentrations and other metrics to determine the bay’s health."" https://t.co/PtSc8rMJUo","https://t.co/gTjDwzmo2H",NA
"62","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1811011850680569999","everyone","en","1811011850680569999","115958589",FALSE,2024-07-10 12:17:26,"RESIDENTS FOR RESILIENCE! ","2010-02-20T16:02:26.000Z",NA,FALSE,"Join us as we advocate for safe clean  drinking water, flood mitigation, storm resiliency, and restoring the health and vitality  of our priceless waterways!","Suzee Bailey founder Residents for Resilience","SuzeeC_Bailey",FALSE,"https://pbs.twimg.com/profile_images/1782499193443000320/uDRmW5HA_x96.jpg",34,0,0,0,0,0,146,648,1705,0,613,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY","https://t.co/FSDy3rdXCT",NA
"63","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810949392725135731","everyone","en","1810949392725135731","3129822634",FALSE,2024-07-10 08:09:15,NA,"2015-03-30T19:54:53.000Z","1663755376452403200",FALSE,"He/him","Tony Cooper","purpletonyc",FALSE,"https://pbs.twimg.com/profile_images/1496807614113533958/joqtHbNI_x96.jpg",34,0,0,0,0,0,1424,5041,215648,6,125307,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY",NA,NA
"64","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810887543937744990","everyone","en","1810887543937744990","19147275",FALSE,2024-07-10 04:03:29,"Florida","2009-01-18T15:42:34.000Z",NA,FALSE,"proud progressive, love sci-fi 🚀, books 📚, Buddhist, married 30+ yrs 💖, vote 💙
🇺🇦🇺🇲🌈ally
https://t.co/Nz6Ejqnr7K","Mary 😎","mombot4",FALSE,"https://pbs.twimg.com/profile_images/1774902416611201024/iRiKxDcK_x96.jpg",34,0,0,0,0,0,3797,3061,50510,78,274416,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY",NA,NA
"65","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810886979082408188","everyone","en","1810886979082408188","1543268811029336065",FALSE,2024-07-10 04:01:15,NA,"2022-07-02T16:28:26.000Z",NA,FALSE,"Orange County Florida Green Party official Twitter account at heart of swing vote in USA on I-4 corridor","Orange County Florida Green Party Account","Toler6Randy",FALSE,"https://pbs.twimg.com/profile_images/1543270649355010048/2NLtpM6d_x96.png",34,0,0,0,0,0,179,186,1574,5,539,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY",NA,NA
"66","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810885862688788550","everyone","en","1810885862688788550","1208027594534375429",FALSE,2024-07-10 03:56:48,NA,"2019-12-20T14:13:28.000Z",NA,FALSE,"Hillsborough County Florida Green Party at center of I-4 Florida which is Center of Balance of Power in United States of America Vote Green America!","Hillsborough County Florida Green Party","county_florida",FALSE,"https://pbs.twimg.com/profile_images/1208028256240312328/GeBuDu5s_x96.jpg",34,0,0,0,0,0,559,597,4493,2,1944,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY",NA,NA
"67","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810884035364757756","everyone","en","1810884035364757756","770651350011183104",FALSE,2024-07-10 03:49:33,"Florida","2016-08-30T15:56:14.000Z",NA,FALSE,"Political alliance to pass legislation in the Florida State Legislature for ecologism economics and the environment","FLA Green Alliance","toler1956",FALSE,"https://pbs.twimg.com/profile_images/770659311357952000/KhKK9PLn_x96.jpg",34,0,0,0,0,0,1214,1149,9367,19,3844,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY",NA,NA
"68","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810883570044408088","everyone","en","1810883570044408088","1217820326576390146",FALSE,2024-07-10 03:47:42,"Pasco County, Florida","2020-01-16T14:48:38.000Z",NA,FALSE,"Pasco County Florida Green Party located by the key I-4 corridor","Pasco County Florida Green Party","RobertA57765641",FALSE,"https://pbs.twimg.com/profile_images/1221185501874528260/ghMwm8k2_x96.jpg",34,0,0,0,0,0,498,503,3896,4,1717,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY",NA,NA
"69","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810880910398464197","everyone","en","1810880910398464197","41617592",FALSE,2024-07-10 03:37:08,"Tampa, FL","2009-05-21T16:19:22.000Z",NA,FALSE,"","Green Party Tampa 🌻","greenpartytampa",FALSE,"https://pbs.twimg.com/profile_images/999425111907172354/Up9h9Nmz_x96.jpg",34,0,0,0,0,0,3387,3207,13600,94,4470,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY","https://t.co/bj5rPJSOR0",NA
"70","3 years after Piney Point disaster, Florida settles lawsuit with environment groups . https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810880580458008850","everyone","en","1810880580458008850","25393191",FALSE,2024-07-10 03:35:49,"Las Vegas, NV","2009-03-19T21:48:31.000Z",NA,FALSE,"client for Circles Magazine","Derek Gendvil","dgendvil",FALSE,"https://pbs.twimg.com/profile_images/378800000297811451/e9f6f633e42bd8a11e530fb1eaf3a4ea_x96.png",0,0,0,0,0,14,4374,5001,1335492,243,147547,NA,"3 years after Piney Point disaster, Florida settles lawsuit with environment groups https://t.co/2b0ZMiSNYh",NA,NA
"71","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810880493446889693","everyone","en","1810880493446889693","1543999627875307522",FALSE,2024-07-10 03:35:28,NA,"2022-07-04T16:47:04.000Z",NA,FALSE,"Green Party of Desoto Florida at the heart of agriculture in the Sunshine State Vote Green!","Green Party of Desoto County Florida Account","toler_kellie",FALSE,"https://pbs.twimg.com/profile_images/1544000045774766083/0dVO6aaB_x96.png",34,0,0,0,0,0,138,520,1232,4,435,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY",NA,NA
"72","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810874704439153126","everyone","en","1810874704439153126","1532805340391215104",FALSE,2024-07-10 03:12:28,NA,"2022-06-03T19:24:15.000Z",NA,FALSE,"International Network of Green parties and political movements unifying Green Legislators across the globe. Based in Florida USA  tel. 813-748-7340","International Green Party","Interna13819612",FALSE,"https://pbs.twimg.com/profile_images/1532805512001118219/0ydsS_7d_x96.png",34,0,0,0,0,0,716,784,4607,6,1310,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY",NA,NA
"73","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810873350891217180","everyone","en","1810873350891217180","1541880029008826368",FALSE,2024-07-10 03:07:05,NA,"2022-06-28T20:24:15.000Z",NA,FALSE,"","Faith Binder","FaithBinder2",FALSE,"https://pbs.twimg.com/profile_images/1541880175771648000/awbVVNNT_x96.jpg",34,0,0,0,0,0,119,550,61910,0,13714,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY",NA,NA
"74","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810872264801329359","everyone","en","1810872264801329359","1960692132",FALSE,2024-07-10 03:02:46,"Seffner Florida","2013-10-14T13:52:21.000Z",NA,FALSE,"Florida politician w/focus on eco-software  Writing book on ecologism a word I coined  Ex-IBM Mainframe Wife & I ran for schoolboard 7th largest USA district","Randy Toler","randy_toler",FALSE,"https://pbs.twimg.com/profile_images/378800000851673595/e7f163b0bea411490e5515915e130263_x96.jpeg",34,0,0,0,0,0,11787,10793,23676,110,4927,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY","http://t.co/xVOBho2Odm",NA
"75","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810871727322243572","everyone","en","1810871727322243572","1201869363860660229",FALSE,2024-07-10 03:00:38,"Seffner Florida USA","2019-12-03T14:22:52.000Z",NA,FALSE,"USA Green Party Co-Founder Coined term ecologism Running for President 2024  Co-Chair Florida Green Party Put the ""green"" back in the Green Party  Florida based","Randy Toler For Green Party USA President 2024","RandyToler2",FALSE,"https://pbs.twimg.com/profile_images/1715117799184482304/mf0RIUZV_x96.jpg",34,0,0,0,0,0,3216,3267,12355,15,3825,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY",NA,NA
"76","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810871073698635894","everyone","en","1810871073698635894","881974187589603328",FALSE,2024-07-10 02:58:02,"Orlando, FL","2017-07-03T20:33:27.000Z","1039854890036682752",FALSE,"Orlandoan, daughter of working class immigrants and @UCF grad elected to serve in the FL House. Working for you, fighting for us. she/her #OnwardWithAnna","Rep. Anna V. Eskamani, PhD 🔨","AnnaForFlorida",FALSE,"https://pbs.twimg.com/profile_images/1588551949250707457/FzE-Umka_x96.jpg",34,0,0,0,0,0,94965,7358,84614,696,126125,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY","https://t.co/Z5kaHEEV7a",NA
"77","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810868703749079303","everyone","en","1810868703749079303","2823328058",FALSE,2024-07-10 02:48:37,"Florida","2014-09-21T03:46:14.000Z","874651290885926913",FALSE,"Announcement: 🌿
Florida Right to Clean Water Initiative 2026   Vote Green Florida's future depends on clean water","Green Party of FL 🌻","GreenPartyFL",FALSE,"https://pbs.twimg.com/profile_images/1663616426236694536/DOfUXAtm_x96.jpg",34,0,0,0,0,0,3837,3508,14651,70,10387,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY","https://t.co/Fj7NoAkeWM",NA
"78","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810816668781719578","everyone","en","1810816668781719578","1309899055938572290",FALSE,2024-07-09 23:21:51,NA,"2020-09-26T16:54:26.000Z","1656458045717725191",FALSE,"Feminist
Prochoice
Environmentalist
Protector of Animals 
The Resistance
GUN REFORM
God Bless our President Joe Biden !!!!!","INSIST PERSIST RESIST","Ann76498196",FALSE,"https://pbs.twimg.com/profile_images/1758962932535132160/x04_7XHZ_x96.jpg",34,0,0,0,0,0,1282,5157,120642,0,58686,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY",NA,NA
"79","3 years after Piney Point disaster, Florida settles lawsuit with environment groups -  #GoogleAlerts. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810805747434791312","everyone","en","1810805747434791312","534263140",FALSE,2024-07-09 22:38:27,NA,"2012-03-23T12:49:26.000Z",NA,FALSE,"","Florida Issues","FloridaIssues",FALSE,"https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_x96.jpg",0,0,0,0,0,30,1095,10,155474,38,1311,NA,"3 years after Piney Point disaster, Florida settles lawsuit with environment groups - https://t.co/54zuphQ838 #GoogleAlerts",NA,NA
"80","Florida settles lawsuits on (unregulated) PineyPoint disaster: “It failed to regulate facilities, harm from the discharge can never be undone. It's unacceptable it took citizens &amp; a massive pollution event to compel state to do its job.”  @cspan @cspanwj. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810779714824589739","everyone","en","1810779714824589739","79460073",FALSE,2024-07-09 20:55:01,"Your amygdala","2009-10-03T13:25:14.000Z",NA,FALSE,"""Your the reason this country is going to a Socialistic nation""—Some dumb right-winger","Caliphate Pontificus kolektiva.social/@cspansnark","cspanSnark",FALSE,"https://pbs.twimg.com/profile_images/450346953/screen-capture-1_x96.png",0,0,0,0,0,11,432,168,38078,25,2192,NA,"Florida settles lawsuits on (unregulated) PineyPoint disaster: “It failed to regulate facilities, harm from the discharge can never be undone. It's unacceptable it took citizens &amp; a massive pollution event to compel state to do its job.” https://t.co/n2YDFtHXKh @cspan @cspanwj",NA,NA
"81","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810764351524962453","everyone","en","1810764351524962453","17888839",FALSE,2024-07-09 19:53:58,"madison wi","2008-12-05T03:30:23.000Z",NA,FALSE,"Passionate Democrat, hate what Maga has done to our country.  I love wine , bicycling, travel, and anything that makes me laugh. Life is fun!","trixeyfairfield","trixeyfairfield",FALSE,"https://pbs.twimg.com/profile_images/1544067701596950529/WBaNuvZM_x96.jpg",34,0,0,0,0,0,7199,7920,70528,15,36685,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY",NA,NA
"82","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810754746652787076","everyone","en","1810754746652787076","619451921",FALSE,2024-07-09 19:15:48,"Florida, USA","2012-06-26T21:54:20.000Z",NA,FALSE,"Proud Democrat 
🌊🏳️‍🌈🇺🇦🇺🇸
#VoteBlue","RockinRobin","KlinglerRobin",FALSE,"https://pbs.twimg.com/profile_images/1307456444145557504/O5bIr0iK_x96.jpg",34,0,0,0,0,0,1042,5012,44163,3,208349,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY",NA,NA
"83","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810752418746974443","everyone","en","1810752418746974443","2701863841",FALSE,2024-07-09 19:06:33,"Florida, USA","2014-08-02T22:02:05.000Z",NA,FALSE,"Fighting political corruption in Florida by galvanizing public resolve to end the systemic pollution and mismanagement of our waterways.","VoteWater","VoteWaterFL",FALSE,"https://pbs.twimg.com/profile_images/1261323378079735808/MGIjyXmc_x96.jpg",34,0,0,0,0,0,2078,1192,5107,27,1340,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY","https://t.co/KznHCq17zJ",NA
"84","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810751909659136301","everyone","en","1810751909659136301","4063577452",FALSE,2024-07-09 19:04:32,NA,"2015-10-28T22:07:22.000Z","704895014539816960",FALSE,"Newsletter-ing @ Tampa Bay Times 📨 | Quinnipiac Journalism alum | (she/her)","Neha","Nehizzle",FALSE,"https://pbs.twimg.com/profile_images/1805777961859129345/pSLOjmfb_x96.jpg",34,0,0,0,0,0,618,641,16005,2,45434,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY",NA,NA
"85",". https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810744952101769536","everyone","zxx","1810744952101769536","1360710757629968385",FALSE,2024-07-09 18:36:53,NA,"2021-02-13T22:02:22.000Z","1753084003651834148",FALSE,"Surfer, diver, beachcomber, and actress turned educator, working on raising awareness of the issues our ocean face.","Corrine Carrier","CorrineCarrier4",FALSE,"https://pbs.twimg.com/profile_images/1548332081658269699/PhreJNua_x96.jpg",0,0,2,0,0,13,72,112,680,1,9070,NA,"https://t.co/BurMdRbFL9",NA,NA
"86","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810742391017722254","everyone","en","1810742391017722254","959413847424688128",FALSE,2024-07-09 18:26:42,"Maryland, USA","2018-02-02T13:11:01.000Z","1287825274411917312",FALSE,"Servant to God, Husband, Father, Soldier, 2006 Graduate of Wakanda by way of Morehouse College. ΑΦΑ...Jedi when needed","Charles Houston","MrCharlieHTown",FALSE,"https://pbs.twimg.com/profile_images/1511881884355203074/OEtTuKYm_x96.jpg",34,0,0,0,0,0,757,1407,11827,4,21413,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY","https://t.co/bfp5q4rU6m",NA
"87","RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
. https   www tampabay com news environment 2024 07 09 piney point red tide florida manatee county","1810742222251511811","everyone","en","1810742222251511811","950560842772307968",FALSE,2024-07-09 18:26:02,"Florida","2018-01-09T02:52:20.000Z","1413289357906268164",FALSE,"breaking news editor @TB_Times ☀️","Emily Wunderlich","EmilyWunderlich",FALSE,"https://pbs.twimg.com/profile_images/1665155769631748096/RNeP9hRz_x96.jpg",34,0,0,0,0,0,672,705,3189,7,16196,NA,"RT @MaxChesnes: 3 years after the Piney Point disaster in Tampa Bay, Florida just settled a lawsuit with environment groups

The state must pay $75K for water quality tests and a new Clean Water Act permit is finally in the works. More @TB_Times: 
https://t.co/wVDu7xc1EY","https://t.co/e6JLNLQ0aN",NA
