"","text","id","lang","created_at.x","possibly_sensitive","author_id","conversation_id","reply_settings","in_reply_to_user_id","created_at.y","profile_image_url","username","description","name","protected","verified","pinned_tweet_id","url","location","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links","reply.to.thread.no.term"
"98","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312904399681974278","en",2020-10-04 23:56:16,FALSE,"804792957962518529","1312904399681974278","everyone",NA,"2016-12-02T21:02:48.000Z","https://pbs.twimg.com/profile_images/1620663152512753665/Un7OxrHf_normal.jpg","Christine__Ye","✨I think about magical girls and sci-fi too much 
🎀Asian
🏹she/her
🎶19
🌙bi
🪐ISFP
🌈autistic
🌊Fan account
🌿Multifandom","Christine Ye",FALSE,FALSE,"1336364828739457027","https://t.co/ql0EZP7FAO",NA,14,0,0,0,0,343,746,110114,5,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"99","@foe_us Utter Stoopidity by uneducated zealots who know nothing about science of the oceans.

          . https   www amazon ca Climate Change Global Warming Lies ebook dp B00XZUMAIC ref sr_1_sc_1. https   www lulu com shop selwyn r firth climate change global wa 20https rming lies paperback product 1erp8nq9 html","1312926232573620225","en",2020-10-05 01:23:01,FALSE,"1291950935296618496","1312890263912812551","everyone","19539716","2020-08-08T04:15:27.000Z","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","ClimateLies","A chemical engineer that knows more about thermodynamics My book explains Climate really well. https://t.co/Sa0HRznzky,  https://t.co/FpQHV3xAM0","Climate Change & Global Warming Lies",FALSE,FALSE,NA,NA,NA,0,0,0,0,0,14,97,1124,0,"@foe_us Utter Stoopidity by uneducated zealots who know nothing about science of the oceans.

https://t.co/jZHFkXQdGO          https://t.co/jcnfRzzwYR",TRUE
"100","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1312994371386699776","en",2020-10-05 05:53:47,FALSE,"2236822100","1312994371386699776","everyone",NA,"2013-12-09T01:29:52.000Z","https://pbs.twimg.com/profile_images/378800000848255201/32d7e3bc27060ba0527824ebffc1a6c6_normal.jpeg","DetroitEco","Grassroots Engagement Community Taking Action against Climate Change in Metro Detroit 🌍♻️💪🏼💫 #StrongerTogether","Detroit Eco Initiative",FALSE,FALSE,NA,"https://t.co/cqHO5zCfgA","Detroit, MI",14,0,0,0,0,184,293,12546,9,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"101","In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313184709510389771","en",2020-10-05 18:30:07,FALSE,"19539716","1313184709510389771","everyone",NA,"2009-01-26T15:39:13.000Z","https://pbs.twimg.com/profile_images/1610307898273402883/7Os3ooP9_normal.jpg","foe_us","Friends of the Earth (Action), Inc. defends the environment and champions a healthy and just world.","Friends of the Earth (Action)",FALSE,TRUE,"1613188167112294403","https://t.co/xTW8MZ1hPR","Washington, D.C.",9,3,14,0,0,244475,1900,76388,3121,"In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"102","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313184773896990720","en",2020-10-05 18:30:22,FALSE,"1083495635561541632","1313184773896990720","everyone",NA,"2019-01-10T22:47:44.000Z","https://pbs.twimg.com/profile_images/1574119802440134656/Dx5LIpUV_normal.jpg","social411now","#BreakingNews #Politics #HumanRights #VotingRights #Democracy #Elections #ClimateCrisis #Justice #MAGA #QANON #VotingMatters #UnionStrong #RiseUp RT❌Ndsmt","#Social411 🇨🇦🇺🇸 #411Alert 🇨🇦 🇺🇸 #411Now",FALSE,FALSE,NA,"https://t.co/n6gj39Ssms","Planet Earth",9,0,0,0,0,4660,4735,229241,15,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"103","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313185749970362369","en",2020-10-05 18:34:15,FALSE,"201107421","1313185749970362369","everyone",NA,"2010-10-11T02:50:31.000Z","https://pbs.twimg.com/profile_images/1600976882706665495/0ZYgkMUL_normal.jpg","sm1859","greed and ignorance are the enemies","fragile democracy",FALSE,FALSE,NA,NA,"Earth",9,0,0,0,0,74,361,18882,0,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"104","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313186007022362624","en",2020-10-05 18:35:16,FALSE,"50765284","1313186007022362624","everyone",NA,"2009-06-25T20:49:46.000Z","https://pbs.twimg.com/profile_images/787484620367376384/PyIGU2mB_normal.jpg","SetthemF","BOYCOTT $EAWORLD!END ALL ANIMAL CAPTIVITY!BIDEN-HARRIS 2020!! BREACH SNAKE RIVER DAMS!🐳🐳🐳HELP SRKWS! GET RID OF TRUMP!!","setthem_free",FALSE,FALSE,NA,NA,"California, USA",9,0,0,0,0,506,438,211900,93,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"105","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313187564929638400","en",2020-10-05 18:41:27,FALSE,"822571773115957248","1313187564929638400","everyone",NA,"2017-01-20T22:29:28.000Z","https://pbs.twimg.com/profile_images/1174452969561104384/5yRESgZ5_normal.jpg","myrnakjordan","Peace for All through Organic Food and Sustainable Energy Systems. Give if you can, Receive if you need.","Practicing Fierce Love for Monsters",FALSE,FALSE,"1519747241057083393",NA,"Philadelphia, PA",9,0,0,0,0,921,2175,32618,7,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"106","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313188986001584128","en",2020-10-05 18:47:06,FALSE,"71318703","1313188986001584128","everyone",NA,"2009-09-03T18:11:32.000Z","https://pbs.twimg.com/profile_images/1601088328568229888/jQFsLNOP_normal.jpg","sarahburkholz","Yoga Guru Sharath Jois Authorized level 2 Ashtanga Yoga teacher. 🔱 follow the link below to my website and learn about #Ashtangayoga ♒️","purnamevavasisyate",FALSE,FALSE,"1316077180061773824","https://t.co/RZqdJcKKkq","Mysore, India",9,0,0,0,0,1274,3793,8978,31,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"107","@foe_us No fish farms in the Gulf!. ","1313189192785113096","en",2020-10-05 18:47:56,FALSE,"1293812014507319296","1313184709510389771","everyone","19539716","2020-08-13T07:30:23.000Z","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","ChrisKuczora","Love animals, reading, traveling, behavioral science.","chris kuczora",FALSE,FALSE,NA,NA,NA,0,0,1,0,0,58,181,3383,0,"@foe_us No fish farms in the Gulf!",TRUE
"108","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313190885782249472","en",2020-10-05 18:54:39,FALSE,"383033501","1313190885782249472","everyone",NA,"2011-10-01T04:23:22.000Z","https://pbs.twimg.com/profile_images/1418943866980425730/F7CVWtTl_normal.jpg","remysmom7","","J. Kerr ☮️🦴",FALSE,FALSE,NA,NA,"Flint, MI",9,0,0,0,0,658,1127,57053,4,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"109","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313238409587105793","en",2020-10-05 22:03:30,FALSE,"1209262253251407872","1313238409587105793","everyone",NA,"2019-12-23T23:59:35.000Z","https://pbs.twimg.com/profile_images/1596773060174127104/LGDdViU3_normal.jpg","MarisolTorresRS","♍Virgo.🕊️Soldier of God.⚕️Caretaker.💚Vegan.🐾Humane.🌍#WeAreOne.🌱Nurturer. #DontAskMe2PickASideCauseiPickU #LiberalForJusticeAndTheVoiceless  📴DM","MARISOL",FALSE,FALSE,"1614855257653391361",NA,"Texas, USA",9,0,0,0,0,39038,33055,41807,64,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"110","@foe_us 🤨💙. ","1313238456089407491","qme",2020-10-05 22:03:41,FALSE,"1209262253251407872","1313184709510389771","everyone","19539716","2019-12-23T23:59:35.000Z","https://pbs.twimg.com/profile_images/1624478346384900097/_TI_atEQ_normal.jpg","MarisolTorresRS","♍Virgo.🕊️Soldier of God.⚕️Caretaker.💚Vegan.🐾Humane.🌍#WeAreOne.🌱Nurturer. #DontAskMe2PickASideCauseiPickU #LiberalForJusticeAndTheVoiceless  📴DM","MARISOL",FALSE,FALSE,"1624479994343825412",NA,"Texas, USA",0,0,0,0,0,38852,32770,41780,68,"@foe_us 🤨💙",TRUE
"111","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313402722230718464","en",2020-10-06 08:56:25,FALSE,"1157659900488667136","1313402722230718464","everyone",NA,"2019-08-03T14:30:03.000Z","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","fi47294029","Truth gotta have it","Diane Figueroa",FALSE,FALSE,NA,NA,NA,9,0,0,0,0,25,680,1365,0,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease &amp; fish waste into our oceans.  #DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"112","In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313494332067000326","en",2020-10-06 15:00:26,FALSE,"19539716","1313494332067000326","everyone",NA,"2009-01-26T15:39:13.000Z","https://pbs.twimg.com/profile_images/1610307898273402883/7Os3ooP9_normal.jpg","foe_us","Friends of the Earth (Action), Inc. defends the environment and champions a healthy and just world.","Friends of the Earth (Action)",FALSE,TRUE,"1613188167112294403","https://t.co/xTW8MZ1hPR","Washington, D.C.",5,0,9,0,0,244475,1900,76388,3121,"In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"113","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313494562887921666","en",2020-10-06 15:01:21,FALSE,"1467524396","1313494562887921666","everyone",NA,"2013-05-29T15:14:36.000Z","https://pbs.twimg.com/profile_images/1352383184235708417/ULrcI3bp_normal.jpg","KathleenBrenne1","RN. Love hiking with my dog 🐕exploring uncharted territory. Wannabe farmer. The world is a mystical and magicalhttp://place.Democrat.No DM’s.","Minnie Sota",FALSE,FALSE,NA,NA,"USA",5,0,0,0,0,1038,2376,59656,8,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"114","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313501006576066565","en",2020-10-06 15:26:58,FALSE,"880075977736437761","1313501006576066565","everyone",NA,"2017-06-28T14:50:38.000Z","https://pbs.twimg.com/profile_images/970688507063578625/skJM82Jz_normal.jpg","ccmedina54","","Kaos Reigns 🏳️‍🌈🇺🇸📷🐾🌈🌞",FALSE,FALSE,NA,NA,"California, USA",5,0,0,0,0,78,316,2388,0,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"115","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313529526249549826","en",2020-10-06 17:20:17,FALSE,"1242658380692545536","1313529526249549826","everyone",NA,"2020-03-25T03:44:12.000Z","https://pbs.twimg.com/profile_images/1242659454593699845/887zzT3b_normal.jpg","CorriganZach","All tweets are my own","Zach Corrigan",FALSE,FALSE,"1310645956485025792",NA,NA,5,0,0,0,0,312,930,2153,1,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"116","The town of Longboat Key has been fined over $242,000 by the @FLDEPNews  for a sewage break and ensuing spill that occurred in June sending around 28 million gallons of #sewage wastewater into #Sarasota Bay in June . https   thebradentontimes com longboat key fined for sarasota bay sewage spill p22231 158 htm","1313811606900559873","en",2020-10-07 12:01:11,FALSE,"1088196428961406976","1313811606900559873","everyone",NA,"2019-01-23T22:07:01.000Z","https://pbs.twimg.com/profile_images/1088562451866501120/isA81Jbq_normal.jpg","awsproject","Promoting the need for #sewage and #wastewater #infrastructure upgrades and repairs, #ethical treatment of wastewater, and protection of our nation's waters","American Water Security Project",FALSE,FALSE,NA,"https://t.co/AR8sz1dyFZ",NA,0,0,0,0,0,92,95,1368,1,"The town of Longboat Key has been fined over $242,000 by the @FLDEPNews  for a sewage break and ensuing spill that occurred in June sending around 28 million gallons of #sewage wastewater into #Sarasota Bay in June https://t.co/DVe0xRcfBm",FALSE
"117","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313840593420849161","en",2020-10-07 13:56:22,FALSE,"825521088536969218","1313840593420849161","everyone",NA,"2017-01-29T01:48:59.000Z","https://pbs.twimg.com/profile_images/857424029795352577/55CEPqPI_normal.jpg","ShondaAdamsZ","Concerned citizen of this planet, mosaic artist, mother, and a rebel.","Shonda Adams",FALSE,FALSE,NA,"https://t.co/VUFXjZgcRQ","Ann Arbor, MI",5,0,0,0,0,99,284,4240,0,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"118","In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313886906476900352","en",2020-10-07 17:00:23,FALSE,"19539716","1313886906476900352","everyone",NA,"2009-01-26T15:39:13.000Z","https://pbs.twimg.com/profile_images/1610307898273402883/7Os3ooP9_normal.jpg","foe_us","Friends of the Earth (Action), Inc. defends the environment and champions a healthy and just world.","Friends of the Earth (Action)",FALSE,TRUE,"1613188167112294403","https://t.co/xTW8MZ1hPR","Washington, D.C.",8,0,4,0,0,244475,1900,76388,3121,"In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"119","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313888584231907329","en",2020-10-07 17:07:04,FALSE,"192769930","1313888584231907329","everyone",NA,"2010-09-20T02:55:23.000Z","https://pbs.twimg.com/profile_images/1450900573901889540/wUdbSIdy_normal.jpg","SustainableFred","Ecologist, educator, sustainable design instructor, student of ornithology. DC/MD native, RPCV (Bolivia), alumnus of U. of Michigan and Cornell.","Fred Werner",FALSE,FALSE,"1290514516212473857",NA,"SF Bay Area, California",8,0,0,0,0,836,722,17869,11,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"120","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313890580984856576","en",2020-10-07 17:15:00,FALSE,"1222269287852756992","1313890580984856576","everyone",NA,"2020-01-28T21:24:56.000Z","https://pbs.twimg.com/profile_images/1314907284435165184/1cfl6T69_normal.jpg","JoeAmer89086702","I think it might be capitalism that dies in this 4th turning.","Joe American",FALSE,FALSE,NA,NA,NA,8,0,0,0,0,414,680,1114,0,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"121","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313892910828605440","en",2020-10-07 17:24:15,TRUE,"857496685","1313892910828605440","everyone",NA,"2012-10-02T04:37:11.000Z","https://pbs.twimg.com/profile_images/378800000861001120/Y7D9X3_w_normal.jpeg","treebeard2017","Treehugger","Treebeard",FALSE,FALSE,NA,NA,"CMH",8,0,0,0,0,216,539,20310,1,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"122","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313896010700091393","en",2020-10-07 17:36:34,FALSE,"1162744147188469761","1313896010700091393","everyone",NA,"2019-08-17T15:13:22.000Z","https://pbs.twimg.com/profile_images/1473026438387298307/V5Yo0FgZ_normal.jpg","VeganFemanistic","🇺🇦🕊☮️🇺🇦🕊☮️🌱 surlyhobohemian breaking chains smashing cages challenging the patriarchy","SanguineTangerine",FALSE,FALSE,NA,NA,"Washington, USA",8,0,0,0,0,670,594,26666,4,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"123","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313896372861501445","en",2020-10-07 17:38:00,TRUE,"1282808564956839938","1313896372861501445","everyone",NA,"2020-07-13T22:49:31.000Z","https://pbs.twimg.com/profile_images/1525775680499089408/9XqVdvO3_normal.jpg","theRaaaaj","""May the road ahead be a beautiful one, for all the beings of the earth."" - Rishi Miranhshah 🌿 Let's create a world where humans, animals & nature all thrive.","Rajalina",FALSE,FALSE,NA,NA,NA,8,0,0,0,0,1138,3305,4693,5,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"124","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313900224922955776","en",2020-10-07 17:53:19,FALSE,"222441668","1313900224922955776","everyone",NA,"2010-12-03T12:42:17.000Z","https://pbs.twimg.com/profile_images/1401196292446031874/uQuHBC3t_normal.jpg","Elkenumber1","Humanist, dierenvriend, Vlaming, groen en links, Europeaan en wereldburger","Elke🌈",FALSE,FALSE,NA,NA,"Overijse",8,0,0,0,0,1952,1029,34235,6,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"125","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1313953697970487297","en",2020-10-07 21:25:48,FALSE,"139355772","1313953697970487297","everyone",NA,"2010-05-02T10:22:59.000Z","https://pbs.twimg.com/profile_images/1545423402319708162/CtGzQGr0_normal.jpg","suewrite","Twice winner of Flash500, currently not writing much. Swing dance teacher, Animal Advocate, Labour member, left leaning but not dogmatic. 💙nhs","Susan Howe",FALSE,FALSE,NA,"https://t.co/kl4MRjiOme","Herefordshire, England",8,0,0,0,0,606,647,9088,9,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"126","In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1314264383338541059","en",2020-10-08 18:00:21,FALSE,"19539716","1314264383338541059","everyone",NA,"2009-01-26T15:39:13.000Z","https://pbs.twimg.com/profile_images/1610307898273402883/7Os3ooP9_normal.jpg","foe_us","Friends of the Earth (Action), Inc. defends the environment and champions a healthy and just world.","Friends of the Earth (Action)",FALSE,TRUE,"1613188167112294403","https://t.co/xTW8MZ1hPR","Washington, D.C.",14,1,12,1,0,244475,1900,76388,3121,"In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
