"","text","created_at.x","possibly_sensitive","lang","author_id","conversation_id","id","reply_settings","description","location","profile_image_url","url","username","created_at.y","name","verified","protected","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","public_metrics.y_like_count","public_metrics.y_media_count","text_with_display_links","pinned_tweet_id","in_reply_to_user_id","reply.to.thread.no.term","geo_place_id"
"178","RT @HealthyPinellas: Red Tide has now been detected in the waters off Pinellas County’s beaches. @MyFWC has the latest information about the samples and possible effects at their red tide information page:  . https   myfwc com research redtide statewide. https   x com HealthyPinellas status 1841814187925819786 photo 1",2024-10-04 17:17:41,FALSE,"en","1386669755654934531","1842252767794274424","1842252767794274424","everyone","FL-13 Congresswoman re-election campaign page ✨USAF VET 🇺🇸 Proud Military Wife 🇺🇸 | USAF veteran | Donate👇🏼| https://t.co/ms8m73HQVa","Florida, USA","https://pbs.twimg.com/profile_images/1554301257548025856/LY2pBOYF_normal.jpg","https://t.co/zowmKgVtRE","VoteAPL","2021-04-26T13:13:44.000Z","Anna Paulina Luna",FALSE,FALSE,3,0,0,0,0,0,126103,767,2767,307,1480,NA,"RT @HealthyPinellas: Red Tide has now been detected in the waters off Pinellas County’s beaches. @MyFWC has the latest information about the samples and possible effects at their red tide information page: https://t.co/F9Yg1IB6HO https://t.co/BUlN4i5X7b","1678395543565873153",NA,FALSE,NA
"179","RT @MyFWC: Red Tide detected in #PinellasCounty. Red tide conditions can change quickly, &amp; our team will continue to work with our partners to collect &amp; process samples to monitor the bloom.. ",2024-10-04 02:04:51,FALSE,"en","1834791647848116224","1842023042823705081","1842023042823705081","everyone","Police Bodycam Content Creator |

Public Education Through Public Information",NA,"https://pbs.twimg.com/profile_images/1834792479301783552/el5bm_2j_normal.jpg","https://t.co/sjvXwsfhbj","CopStopTv","2024-09-14T03:10:16.000Z","CopStopTv",FALSE,FALSE,4,0,0,0,0,0,7,24,50,0,48,NA,"RT @MyFWC: Red Tide detected in #PinellasCounty. Red tide conditions can change quickly, &amp; our team will continue to work with our partners to collect &amp; process samples to monitor the bloom.",NA,NA,FALSE,NA
"180","RT @MyFWC: Red Tide detected in #PinellasCounty. Red tide conditions can change quickly, &amp; our team will continue to work with our partners to collect &amp; process samples to monitor the bloom.. ",2024-10-03 23:25:21,FALSE,"en","2465253295","1841982905519898863","1841982905519898863","everyone","VP Conservation and Public Policy for @bonetarpontrust and lifelong Floridian. Tweets are my own.","Tallahassee, FL","https://pbs.twimg.com/profile_images/1029899477606445056/e7FoWwYl_normal.jpg","https://t.co/xkvwukrccp","ralston_kellie","2014-04-26T23:35:02.000Z","Kellie Ralston",FALSE,FALSE,4,0,0,0,0,0,469,363,3148,4,8166,NA,"RT @MyFWC: Red Tide detected in #PinellasCounty. Red tide conditions can change quickly, &amp; our team will continue to work with our partners to collect &amp; process samples to monitor the bloom.",NA,NA,FALSE,NA
"181","@MyFWC @njrice2004 https://t.co/1rfvbG5T0i",2024-10-03 21:09:53,FALSE,"qme","1275685958","1841929801617309894","1841948813369446524","everyone","","Tampa, FL","https://pbs.twimg.com/profile_images/1832853924157550592/rHhxfX_8_normal.jpg",NA,"Dstock37","2013-03-17T18:33:29.000Z","Dee Stock",FALSE,FALSE,0,0,0,0,0,13,1286,1719,26698,5,36010,NA,NA,NA,"19339778",TRUE,NA
"182","RT @MyFWC: Red Tide detected in #PinellasCounty. Red tide conditions can change quickly, &amp; our team will continue to work with our partners to collect &amp; process samples to monitor the bloom.. ",2024-10-03 20:38:17,FALSE,"en","207228196","1841940862026052075","1841940862026052075","everyone","Avid weather enthusiasts, Pro Pool Player for APA, and a Dolphin fan since 1980.","United States","https://pbs.twimg.com/profile_images/1626952459439509505/RJXhic9S_normal.jpg",NA,"njrice2004","2010-10-24T20:57:38.000Z","Nathan Rice",FALSE,FALSE,4,0,0,0,0,0,1978,2366,172841,30,308440,NA,"RT @MyFWC: Red Tide detected in #PinellasCounty. Red tide conditions can change quickly, &amp; our team will continue to work with our partners to collect &amp; process samples to monitor the bloom.",NA,NA,FALSE,NA
"183","RT @MyFWC: Red Tide detected in #PinellasCounty. Red tide conditions can change quickly, &amp; our team will continue to work with our partners to collect &amp; process samples to monitor the bloom.. ",2024-10-03 20:04:01,FALSE,"en","706422903","1841932238012793072","1841932238012793072","everyone","👀 how your day started!🎁All things skies #SpaceCoastSkies 
#Sunrise #Sunset #Clouds #rocket #Warbirds #Birds #NasaSocialAlum Romans 1:16","Space Coast","https://pbs.twimg.com/profile_images/980398620573913088/aDbBbFlp_normal.jpg","https://t.co/vRQnp8xVrS","SpaceCoastSkies","2013-10-09T13:34:51.000Z","Space Coast Skies🚀🌞🌴",FALSE,FALSE,4,0,0,0,0,0,3865,3501,34811,130,121062,NA,"RT @MyFWC: Red Tide detected in #PinellasCounty. Red tide conditions can change quickly, &amp; our team will continue to work with our partners to collect &amp; process samples to monitor the bloom.","1786001408942100880",NA,FALSE,NA
"184","Biologists are tracking the algae that causes red tide blooms off #Pinellas County.  People may experience respiratory irritation while working near the coast. #Poison Help 1-800-222-1222. . https   www tampabay com hurricane 2024 10 02 red tide pinellas county hurricane helene cleanup toxic algae",2024-10-03 20:01:00,FALSE,"en","236390420","1841931477807993099","1841931477807993099","everyone","Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement","Florida, USA","https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg","https://t.co/JPynmUPoh3","FloridaPoison","2011-01-10T13:44:51.000Z","FL Poison Control",FALSE,FALSE,0,0,0,0,0,40,1219,429,9943,21,2495,NA,"Biologists are tracking the algae that causes red tide blooms off #Pinellas County.  People may experience respiratory irritation while working near the coast. #Poison Help 1-800-222-1222. https://t.co/IQtAifC8MJ",NA,NA,FALSE,NA
"185","More info: https://t.co/vudpc1YDc1",2024-10-03 19:54:21,FALSE,"en","19339778","1841929801617309894","1841929803080867885","everyone","FL Fish & Wildlife Conservation Commission: Managing fish & wildlife resources for their long-term well-being & benefit of people. Follow doesn't=endorsement","Florida","https://pbs.twimg.com/profile_images/1772260661730451456/A_DKSFw0_normal.jpg","https://t.co/9Mja4ycW6p","MyFWC","2009-01-22T14:21:35.000Z","MyFWC",FALSE,FALSE,1,0,5,0,0,954,47079,1829,22740,769,2816,NA,NA,NA,"19339778",TRUE,NA
"186","Red Tide detected in #PinellasCounty. Red tide conditions can change quickly, &amp; our team will continue to work with our partners to collect &amp; process samples to monitor the bloom.. ",2024-10-03 19:54:20,FALSE,"en","19339778","1841929801617309894","1841929801617309894","everyone","FL Fish & Wildlife Conservation Commission: Managing fish & wildlife resources for their long-term well-being & benefit of people. Follow doesn't=endorsement","Florida","https://pbs.twimg.com/profile_images/1772260661730451456/A_DKSFw0_normal.jpg","https://t.co/9Mja4ycW6p","MyFWC","2009-01-22T14:21:35.000Z","MyFWC",FALSE,FALSE,4,2,15,0,0,1370,47079,1829,22740,769,2816,NA,"Red Tide detected in #PinellasCounty. Red tide conditions can change quickly, &amp; our team will continue to work with our partners to collect &amp; process samples to monitor the bloom.",NA,NA,FALSE,NA
"187","RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
. https   www tampabay com hurricane 2024 10 02 red tide pinellas county hurricane helene cleanup toxic algae",2024-10-03 14:21:53,FALSE,"en","110263006","1841846137029849389","1841846137029849389","everyone","Saints fan (obviously); #oilspill and #fracking watchdog, technophile, communicator, filmmaker, writer, dolphin hugger. Opinions I share here are mine alone.","Earth, the Blue Planet","https://pbs.twimg.com/profile_images/1226860212/Linda_-_Copy_normal.JPG","https://t.co/FHcZUSD9Wm","WhoDat35","2010-01-31T23:22:10.000Z","Lee West",FALSE,FALSE,33,0,0,0,0,0,4661,5558,116640,378,42187,NA,"RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
https://t.co/elTeZTdmKN","1652734492723773442",NA,FALSE,NA
"188","RT @FloridaPoison: Biologists are tracking the algae that causes red tide blooms off #Pinellas County.  People may experience respiratory irritation while working near the coast. #Poison Help 1-800-222-1222. . https   www tampabay com hurricane 2024 10 02 red tide pinellas county hurricane helene cleanup toxic algae",2024-10-03 13:01:27,FALSE,"en","753620958","1841825894911848933","1841825894911848933","everyone","Communications Director for Southerly Arts #NOLATwitter #HumanRights #Crafts #Food
#Cats #MusicHistory #CraftBeer #Maps @SoutherlyArts","The Gulf Coast","https://pbs.twimg.com/profile_images/1591564461047009280/N17tuoiY_normal.jpg","https://t.co/8p9tDRnGcz","EricFincher","2012-08-12T19:11:13.000Z","Eric 🇺🇦 😷💉⚜😼🍺♻🏴󠁧󠁢󠁳󠁣󠁴󠁿🇵🇸",FALSE,FALSE,1,0,0,0,0,0,2433,3685,69721,29,107861,NA,"RT @FloridaPoison: Biologists are tracking the algae that causes red tide blooms off #Pinellas County.  People may experience respiratory irritation while working near the coast. #Poison Help 1-800-222-1222. https://t.co/IQtAifBAXb","1837498449723343119",NA,FALSE,NA
"189","Biologists are tracking the algae that causes red tide blooms off #Pinellas County.  People may experience respiratory irritation while working near the coast. #Poison Help 1-800-222-1222. . https   www tampabay com hurricane 2024 10 02 red tide pinellas county hurricane helene cleanup toxic algae",2024-10-03 13:01:00,FALSE,"en","236390420","1841825781573419318","1841825781573419318","everyone","Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement","Florida, USA","https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg","https://t.co/JPynmUPoh3","FloridaPoison","2011-01-10T13:44:51.000Z","FL Poison Control",FALSE,FALSE,1,0,0,0,0,71,1219,429,9943,21,2495,NA,"Biologists are tracking the algae that causes red tide blooms off #Pinellas County.  People may experience respiratory irritation while working near the coast. #Poison Help 1-800-222-1222. https://t.co/IQtAifBAXb",NA,NA,FALSE,NA
"190","RT @wusf: Pinellas County and the Florida Fish and Wildlife Conservation Commission are monitoring low to medium concentrations of #RedTide detected in water samples taken from Pinellas waters.

Find out which beaches are at risk here: . https   www wusf org health news florida 2024 10 02 pinellas county is monitoring red tide off beaches",2024-10-03 13:00:32,FALSE,"en","730963068","1841825665139548499","1841825665139548499","everyone","Asst. News Director / Intern Coordinator, WUSF 89.7 FM.
Enjoys wine & a good IPA, good friends and great writing.","Palm Harbor, FL","https://pbs.twimg.com/profile_images/1101507802181365765/dw5MfqNI_normal.jpg",NA,"wusfschreiner","2012-08-01T16:09:25.000Z","Mark Schreiner",FALSE,FALSE,3,0,0,0,0,0,1809,3083,25589,58,171129,NA,"RT @wusf: Pinellas County and the Florida Fish and Wildlife Conservation Commission are monitoring low to medium concentrations of #RedTide detected in water samples taken from Pinellas waters.

Find out which beaches are at risk here: https://t.co/0PL3neBEAG",NA,NA,FALSE,NA
"191","RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
. https   www tampabay com hurricane 2024 10 02 red tide pinellas county hurricane helene cleanup toxic algae",2024-10-03 12:24:57,FALSE,"en","17669628","1841816710568944032","1841816710568944032","everyone","Run @evergreenstrat. Past: @NelsonForSenate, @SenBillNelson, @New_BlueDC, @FlaDems, @CATECOMM, @OFA. Opinions are my own, unless others share them.","Jacksonville, FL","https://pbs.twimg.com/profile_images/1667307288674160641/F5wPa5JI_normal.jpg","https://t.co/xnid82VG0n","iamsharpe","2008-11-27T04:29:43.000Z","Ben Sharpe",FALSE,FALSE,33,0,0,0,0,0,6171,5336,78826,170,112478,NA,"RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
https://t.co/elTeZTdmKN",NA,NA,FALSE,NA
"192","RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
. https   www tampabay com hurricane 2024 10 02 red tide pinellas county hurricane helene cleanup toxic algae",2024-10-03 12:24:39,FALSE,"en","52282776","1841816632055746976","1841816632055746976","everyone","Florida Playbook author. National and Florida politics reporter for @Politico. Send tips to kleonard@politico.com.","Miami, Florida","https://pbs.twimg.com/profile_images/1837291449198448640/49MY4TZh_normal.jpg","https://t.co/yNKPTEMScH","leonardkl","2009-06-30T03:03:08.000Z","Kimberly Leonard",FALSE,FALSE,33,0,0,0,0,0,15625,10950,45306,643,14072,NA,"RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
https://t.co/elTeZTdmKN",NA,NA,FALSE,NA
"193","Red Tide has now been detected in the waters off Pinellas County’s beaches. @MyFWC has the latest information about the samples and possible effects at their red tide information page:  . https   myfwc com research redtide statewide. https   x com HealthyPinellas status 1841814187925819786 photo 1",2024-10-03 12:14:56,FALSE,"en","753313515134476292","1841814187925819786","1841814187925819786","everyone","The Florida Department of Health in Pinellas County works for you in the community.","St Petersburg, FL","https://pbs.twimg.com/profile_images/1239528273954115584/zvltBjSI_normal.jpg",NA,"HealthyPinellas","2016-07-13T19:41:52.000Z","FL Health Pinellas",FALSE,FALSE,3,0,11,1,0,1761,6523,915,16554,126,9806,NA,"Red Tide has now been detected in the waters off Pinellas County’s beaches. @MyFWC has the latest information about the samples and possible effects at their red tide information page: https://t.co/F9Yg1IB6HO https://t.co/BUlN4i5X7b","1662159122060439552",NA,FALSE,NA
"194",". https   pinellas gov news county fwc monitoring low to medium concentrations of red tide",2024-10-03 11:21:23,FALSE,"zxx","534263140","1841800713736732824","1841800713736732824","everyone","",NA,"https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg",NA,"FloridaIssues","2012-03-23T12:49:26.000Z","Florida Issues",FALSE,FALSE,0,0,0,0,0,13,1102,11,158514,37,1345,NA,"https://t.co/mOoF9Cghuc",NA,NA,FALSE,NA
"195","RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
. https   www tampabay com hurricane 2024 10 02 red tide pinellas county hurricane helene cleanup toxic algae",2024-10-03 10:33:11,FALSE,"en","221260532","1841788583545299390","1841788583545299390","everyone","@politifact editor-in-chief, based at @poynter. @fsneorg president '23-24. past @tb_times",NA,"https://pbs.twimg.com/profile_images/1147574631085289475/2BDzX6HV_normal.jpg","https://t.co/5ox1gDIWtA","KatieLSanders","2010-11-30T05:00:20.000Z","Katie Sanders",FALSE,FALSE,33,0,0,0,0,0,6838,2175,13782,342,6515,NA,"RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
https://t.co/elTeZTdmKN",NA,NA,FALSE,NA
"196","RT @ThePIESun: Authorities have stated that it is still unclear whether the current red tide bloom is connected to Hurricane Helene…



#PIESun. https   pie sun com 2024 10 02 red tide detected in pinellas county waters following hurricane helene",2024-10-03 00:13:52,FALSE,"en","119497865","1841632727155560857","1841632727155560857","everyone","Marketer, SEO, Creative Writer. Blessed dad & husband.  https://t.co/g93M8r7nbr & https://t.co/5OR1q6cRf8","Seminole, Florida, USA","https://pbs.twimg.com/profile_images/1674195042322317313/dANTqCDb_normal.jpg","https://t.co/Rc5sEm8Hfn","OwenERichasonIV","2010-03-03T20:55:28.000Z","Owen E. Richason IV",FALSE,FALSE,1,0,0,0,0,0,2635,4180,23149,132,14921,NA,"RT @ThePIESun: Authorities have stated that it is still unclear whether the current red tide bloom is connected to Hurricane Helene…

https://t.co/Aj4LfoB6j3

#PIESun",NA,NA,FALSE,NA
"197","Authorities have stated that it is still unclear whether the current red tide bloom is connected to Hurricane Helene…



#PIESun. https   pie sun com 2024 10 02 red tide detected in pinellas county waters following hurricane helene",2024-10-02 23:15:57,FALSE,"en","1839381876211113984","1841618150690845172","1841618150690845172","everyone","Local St. Pete-Clearwater, Florida News, Events, and Destinations","St. Petersburg, Florida","https://pbs.twimg.com/profile_images/1839382051910520832/-AsxpgmZ_normal.jpg",NA,"ThePIESun","2024-09-26T19:10:16.000Z","St. Pete-Clearwater Sun",FALSE,FALSE,1,0,0,0,0,16,1,17,59,0,3,NA,"Authorities have stated that it is still unclear whether the current red tide bloom is connected to Hurricane Helene…

https://t.co/Aj4LfoB6j3

#PIESun",NA,NA,FALSE,NA
"198","RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
. https   www tampabay com hurricane 2024 10 02 red tide pinellas county hurricane helene cleanup toxic algae",2024-10-02 22:58:38,FALSE,"en","836525664","1841613794688028847","1841613794688028847","everyone","Drummer, programmer, lefty, originally from Pittsburgh, PA. Generally follow back #Resist #VoteBlue #Choice #climate #vets #StandWithUkraine  🇺🇦","Boston, MA","https://pbs.twimg.com/profile_images/1314294023788654593/1rA8FrQ6_normal.jpg",NA,"drummike2012","2012-09-20T23:05:48.000Z","Mike Williams ☮️ 💔",FALSE,FALSE,33,0,0,0,0,0,23163,24532,188557,80,104302,NA,"RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
https://t.co/elTeZTdmKN","1815070815366291482",NA,FALSE,NA
"199",". https   www wfla com weather red tide red tide detected in pinellas county waters",2024-10-02 22:45:22,FALSE,"zxx","2441065119","1841610452750512390","1841610452750512390","everyone","See @SkonieSkoop",NA,"https://pbs.twimg.com/profile_images/1751209925328371712/JN2fmczc_normal.jpg",NA,"reskonie","2014-03-28T01:17:21.000Z","Ron Skonie",FALSE,FALSE,0,0,0,0,0,1,247,371,15988,0,140,NA,"https://t.co/ktCqyYyGOT",NA,NA,FALSE,NA
"200","RT @wusf: Pinellas County and the Florida Fish and Wildlife Conservation Commission are monitoring low to medium concentrations of #RedTide detected in water samples taken from Pinellas waters.

Find out which beaches are at risk here: . https   www wusf org health news florida 2024 10 02 pinellas county is monitoring red tide off beaches",2024-10-02 22:34:22,FALSE,"en","377666632","1841607686711898399","1841607686711898399","everyone","Radio man, Podcast man, Writer man","Land O Lakes, Florida","https://pbs.twimg.com/profile_images/1490711932650889217/kLsdYtt5_normal.jpg",NA,"radiocraigkopp","2011-09-21T22:53:34.000Z","Craig Kopp",FALSE,FALSE,3,0,0,0,0,0,1108,1564,43370,60,40169,NA,"RT @wusf: Pinellas County and the Florida Fish and Wildlife Conservation Commission are monitoring low to medium concentrations of #RedTide detected in water samples taken from Pinellas waters.

Find out which beaches are at risk here: https://t.co/0PL3neBEAG",NA,NA,FALSE,NA
"201","RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
. https   www tampabay com hurricane 2024 10 02 red tide pinellas county hurricane helene cleanup toxic algae",2024-10-02 22:15:58,FALSE,"en","1093263310236123144","1841603054413443140","1841603054413443140","everyone","lesbian ~ Black Lives Matter ~ Trans Rights Are Human Rights ~ I used to be funny before the world started ending ~ she/her",NA,"https://pbs.twimg.com/profile_images/1229945979538989057/UbSXe9J0_normal.jpg",NA,"barely_a_spec","2019-02-06T21:40:59.000Z","barely a spec 🏳️‍🌈",FALSE,FALSE,33,0,0,0,0,0,1162,992,136119,6,381364,NA,"RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
https://t.co/elTeZTdmKN","1636180835136069634",NA,FALSE,NA
"202","RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
. https   www tampabay com hurricane 2024 10 02 red tide pinellas county hurricane helene cleanup toxic algae",2024-10-02 22:03:41,FALSE,"en","1935490334","1841599963937051073","1841599963937051073","everyone","Florida native+native; militant moderate...","Orlando, Fl","https://pbs.twimg.com/profile_images/797701540219760641/Gxtczuky_normal.jpg",NA,"RestlessNativ","2013-10-04T21:02:27.000Z","Michael Grim",FALSE,FALSE,33,0,0,0,0,0,968,1234,89223,43,321230,NA,"RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
https://t.co/elTeZTdmKN",NA,NA,FALSE,NA
"203","RT @wusf: Pinellas County and the Florida Fish and Wildlife Conservation Commission are monitoring low to medium concentrations of #RedTide detected in water samples taken from Pinellas waters.

Find out which beaches are at risk here: . https   www wusf org health news florida 2024 10 02 pinellas county is monitoring red tide off beaches",2024-10-02 21:33:21,FALSE,"en","1038084680665452544","1841592331084169256","1841592331084169256","everyone","I tell stories about the rising cost of living in the greater Tampa Bay region for @wusf @NPR @Report4America","Tampa, FL","https://pbs.twimg.com/profile_images/1532856124776620032/GqAgcytB_normal.jpg","https://t.co/MgFH7RJd53","GabriellaPaul8","2018-09-07T15:20:49.000Z","Gabriella Paul 🎙️",FALSE,FALSE,3,0,0,0,0,0,839,1171,1833,13,3015,NA,"RT @wusf: Pinellas County and the Florida Fish and Wildlife Conservation Commission are monitoring low to medium concentrations of #RedTide detected in water samples taken from Pinellas waters.

Find out which beaches are at risk here: https://t.co/0PL3neBEAG","1844058441507275069",NA,FALSE,NA
"204","Pinellas County and the Florida Fish and Wildlife Conservation Commission are monitoring low to medium concentrations of #RedTide detected in water samples taken from Pinellas waters.

Find out which beaches are at risk here: . https   www wusf org health news florida 2024 10 02 pinellas county is monitoring red tide off beaches",2024-10-02 21:30:00,FALSE,"en","17544442","1841591488112660768","1841591488112660768","everyone","WUSF Public Media is the Tampa Bay area’s source for news, in-depth reporting, educational programming, arts, and the finest classical music.","Tampa, FL","https://pbs.twimg.com/profile_images/1714703492890394624/IOVwz2sB_normal.jpg","https://t.co/KBo4cZ4tOe","wusf","2008-11-21T20:07:08.000Z","WUSF",FALSE,FALSE,3,0,2,0,0,161,15281,2347,41238,475,2743,NA,"Pinellas County and the Florida Fish and Wildlife Conservation Commission are monitoring low to medium concentrations of #RedTide detected in water samples taken from Pinellas waters.

Find out which beaches are at risk here: https://t.co/0PL3neBEAG","1787836246024437952",NA,FALSE,NA
"205","RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
. https   www tampabay com hurricane 2024 10 02 red tide pinellas county hurricane helene cleanup toxic algae",2024-10-02 21:29:22,FALSE,"en","28585356","1841591329278853246","1841591329278853246","everyone","Water Reporter, Los Angeles Times @latimes, examining water issues and climate change in California and the West | Also: https://t.co/QTX5xarayy",NA,"https://pbs.twimg.com/profile_images/1389442112643428352/4NQ5ESEf_normal.jpg","https://t.co/CgKN29lUz0","ByIanJames","2009-04-03T15:29:52.000Z","Ian James",FALSE,FALSE,33,0,0,0,0,0,18072,3025,41446,651,29182,NA,"RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
https://t.co/elTeZTdmKN","1829022477462450623",NA,FALSE,NA
"206","RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
. https   www tampabay com hurricane 2024 10 02 red tide pinellas county hurricane helene cleanup toxic algae",2024-10-02 21:01:38,FALSE,"en","35729673","1841584348044181846","1841584348044181846","everyone","Adopt don't shop
Here comes hurricane season, plan ahead","florida","https://pbs.twimg.com/profile_images/1198115849141411841/OqP6W3oA_normal.jpg",NA,"rleas","2009-04-27T12:31:48.000Z","Save Democracy",FALSE,FALSE,33,0,0,0,0,0,5055,5214,761584,136,722572,NA,"RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
https://t.co/elTeZTdmKN",NA,NA,FALSE,NA
"207","@MaxChesnes So much sewage dumped by Sarasota and Manatee during rains and storms.",2024-10-02 20:46:45,FALSE,"en","1475173817521778698","1841556224979915200","1841580602006634519","everyone","",NA,"https://pbs.twimg.com/profile_images/1475174068471144451/7EdoR0ub_normal.jpg",NA,"TomPitcock","2021-12-26T18:37:59.000Z","Tom Pitcock",FALSE,FALSE,1,0,4,0,0,93,57,11,1063,0,2439,NA,NA,NA,"1239172640",TRUE,NA
"208","RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
. https   www tampabay com hurricane 2024 10 02 red tide pinellas county hurricane helene cleanup toxic algae",2024-10-02 20:40:10,FALSE,"en","509348757","1841578945784717683","1841578945784717683","everyone","Parent, spouse and aunt of persons with Learning Differences.  I am also an educational advocate for children with LDs","Long Island    NY","https://pbs.twimg.com/profile_images/742759588928294913/T9N0GsMf_normal.jpg","http://t.co/Vh0vo55TZQ","NYSEDISBROKEN","2012-02-29T22:32:52.000Z","Kathleen Chamberlain",FALSE,FALSE,33,0,0,0,0,0,388,262,133071,30,77843,NA,"RT @MaxChesnes: NEW: People slogging through cleanup from #Helene on Pinellas County’s barrier islands now have another worry: red tide 

The county is finding medium concentrations at a handful of beach towns

""There’s no respite for those who might be exposed to this""
https://t.co/elTeZTdmKN",NA,NA,FALSE,NA
"209","Red Tide Found In Pinellas County Waters: County Officials | St. Pete, FL Patch 
Why not throw a red tide in on top of a hurricane! . https   patch com florida stpete red tide found pinellas county waters county officials",2024-10-02 20:26:00,FALSE,"en","1357372813","1841575382287601737","1841575382287601737","everyone","I went to a Catholic grade school, High School, College and graduate school. I thank the Catholic Church for teaching me to think, that is why I am an Atheist",NA,"https://pbs.twimg.com/profile_images/1143207758675763200/mQ2Jscxl_normal.jpg",NA,"RonBorsh","2013-04-16T16:59:23.000Z","Ron Borsh",FALSE,FALSE,0,0,1,0,0,39,9046,9205,252484,22,223202,NA,"Red Tide Found In Pinellas County Waters: County Officials | St. Pete, FL Patch 
Why not throw a red tide in on top of a hurricane! https://t.co/SMRLD8RShQ","1592268061859520512",NA,FALSE,NA
