"","text","conversation_id","author_id","reply_settings","possibly_sensitive","lang","created_at.x","id","verified","location","profile_image_url","url","username","description","pinned_tweet_id","created_at.y","name","protected","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","in_reply_to_user_id","geo_place_id","text_with_display_links","reply.to.thread.no.term"
"31","Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom  via @thenewspress. https   newspr es 2vxQU3f","1025540543118331905","310869334","everyone",FALSE,"en",2018-08-04 00:34:53,"1025540543118331905",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/686238496944713728/glxavr5H_normal.jpg","https://t.co/kx4LdEpgoh","JanelleAnthro","Climate change is hurting vulnerable populations. Ask the anthropologists who work with them. Author of Eldercare, Health and Ecosyndemics.",NA,"2011-06-04T14:01:59.000Z","Dr. Janelle Christensen",FALSE,0,0,1,0,0,2955,4230,93806,106,NA,NA,"Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom https://t.co/i9PMvCjrb1 via @thenewspress",FALSE
"32","@DRUDGE_REPORT . https   www news press com story news local 2018 08 03 red tide blue green algae fort myers naples sanibel sarasota army corps lake okeechobee florida 870339002","1025486525109129216","432614294","everyone",FALSE,"qme",2018-08-04 01:13:23,"1025550229008011265",FALSE,NA,"https://pbs.twimg.com/profile_images/1588346917146198017/bqkvDKxA_normal.jpg",NA,"Bassoon_Lips","INTJ",NA,"2011-12-09T15:54:33.000Z","Sally B",FALSE,0,0,0,0,0,351,1039,34860,4,"14669951",NA,"@DRUDGE_REPORT https://t.co/vfjSbnjS0b",FALSE
"33","RT @calusawater: Fort Myers, Cape Coral at center of 2 water quality tragedies – red tide + blue-green algal bloom  via @thenewspress. https   newspr es 2vxQU3f","1025553999255072768","974094774775922688","everyone",FALSE,"en",2018-08-04 01:28:21,"1025553999255072768",FALSE,"Fort Myers, FL","https://pbs.twimg.com/profile_images/1013359078058479616/Gkh-PHNZ_normal.jpg","https://t.co/c1iEyTchdD","ParisimaTaeb","Running for FL House District 78 (Lee County area): Mother, Physician, Small business owner, Marjory Stoneman Douglas Alumna: https://t.co/yEZ4ru1pP2","1054843392990109696","2018-03-15T01:27:46.000Z","Dr. Parisima Taeb for FL House 78",FALSE,3,0,0,0,0,569,720,994,4,NA,NA,"RT @calusawater: Fort Myers, Cape Coral at center of 2 water quality tragedies – red tide + blue-green algal bloom https://t.co/YT26x4gq4b via @thenewspress",FALSE
"34","RT @TheNewsPress: Fort Myers, Cape Coral at center of water quality tragedies - red tide and blue-green algal bloom  . https   newspr es 2vfXX1j. https   twitter com TheNewsPress status 1025450765945434112 photo 1","1025718257272201218","853099788","everyone",FALSE,"en",2018-08-04 12:21:04,"1025718257272201218",FALSE,"OH; FL; AZ","https://pbs.twimg.com/profile_images/812295291818901504/5wQNS2z7_normal.jpg",NA,"stacyr1114","Works at State Farm...
Formerly Justice Reform",NA,"2012-09-29T15:41:17.000Z","Stacy Ward Jarchow Stiens",FALSE,7,0,0,0,0,186,164,533,0,NA,NA,"RT @TheNewsPress: Fort Myers, Cape Coral at center of water quality tragedies - red tide and blue-green algal bloom https://t.co/ozEX9DS9oV https://t.co/nPaqDgKRpS",FALSE
"35","RT @not_my_cheeto_: @marcorubio @NOAA Still wondering about #climatechange? You said you’re not a Scientist, maybe you should talk to one. Here are more victims of Red Tide in the Gulf and toxic Blue-Green Algae from the Caloosahatchee. 
Pictures taken in July, most from Lee County. Collier, Charlotte, &amp; Sarasota. . https   twitter com not_my_cheeto_ status 1025013391281332225 photo 1","1025738385644822528","43218678","everyone",FALSE,"en",2018-08-04 13:41:03,"1025738385644822528",FALSE,"Charlotte, NC & Citrus Co., FL","https://pbs.twimg.com/profile_images/1291922700726865921/kEkXmwDy_normal.jpg",NA,"studentsabrina","living in the era of FAFO. batshit crazy times.","1054666108240883712","2009-05-28T22:58:04.000Z","💙💛🌻SabrinaTheMiddleAgedChillChick",FALSE,4,0,0,0,0,8178,9006,193144,3,NA,NA,"RT @not_my_cheeto_: @marcorubio @NOAA Still wondering about #climatechange? You said you’re not a Scientist, maybe you should talk to one. Here are more victims of Red Tide in the Gulf and toxic Blue-Green Algae from the Caloosahatchee. 
Pictures taken in July, most from Lee County. Collier, Charlotte, &amp; Sarasota. https://t.co/dsFg7ItJgY",FALSE
"36","RT @not_my_cheeto_: @marcorubio @NOAA Still wondering about #climatechange? You said you’re not a Scientist, maybe you should talk to one. Here are more victims of Red Tide in the Gulf and toxic Blue-Green Algae from the Caloosahatchee. 
Pictures taken in July, most from Lee County. Collier, Charlotte, &amp; Sarasota. . https   twitter com not_my_cheeto_ status 1025013391281332225 photo 1","1025738748779274240","824430755862437890","everyone",FALSE,"en",2018-08-04 13:42:29,"1025738748779274240",FALSE,"Elsewhere","https://pbs.twimg.com/profile_images/1466285255048970241/PkrYP7IE_normal.jpg",NA,"Siadasha","#BLM 
Retrans, Wire Dog, Comsec.
Can't stop the signal. Resistance 🌊🌎 This is the Way
#RightMatters #HandMarkedPaperBallots 
Join https://t.co/kVBJKJOx8u","1462435171953688581","2017-01-26T01:36:24.000Z","The Noticer 🌻 ✍",FALSE,4,0,0,0,0,5698,6015,406825,2,NA,NA,"RT @not_my_cheeto_: @marcorubio @NOAA Still wondering about #climatechange? You said you’re not a Scientist, maybe you should talk to one. Here are more victims of Red Tide in the Gulf and toxic Blue-Green Algae from the Caloosahatchee. 
Pictures taken in July, most from Lee County. Collier, Charlotte, &amp; Sarasota. https://t.co/dsFg7ItJgY",FALSE
"37","Ocean Sciences Article of the Day - Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom (Fort Myers News-Press, FL)  . https   www news press com story news local 2018 08 03 red tide blue green algae fort myers naples sanibel sarasota army corps lake okeechobee florida 870339002","1025741054698577920","2838117555","everyone",FALSE,"en",2018-08-04 13:51:39,"1025741054698577920",FALSE,"Southwick, MA","https://pbs.twimg.com/profile_images/526357481182613506/_CXutuW1_normal.jpeg","https://t.co/QD7E9GFNI0","CAPTRick74","Now retired from the Navy and the Federal Civil Service, Rick looks forward to teaching, interacting with students in the sciences, and traveling.",NA,"2014-10-20T14:29:08.000Z","Rick Rigazio",FALSE,0,0,1,0,0,266,343,165728,51,NA,NA,"Ocean Sciences Article of the Day - Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom (Fort Myers News-Press, FL)  https://t.co/ApIZmhpveb",FALSE
"38","Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom  via @thenewspress. https   newspr es 2vxQU3f","1025747963392536576","135536498","everyone",FALSE,"en",2018-08-04 14:19:06,"1025747963392536576",FALSE,"Let me know if following gqp😡","https://pbs.twimg.com/profile_images/1353047666779938816/cJvhqLPT_normal.jpg",NA,"ActionNow1","Democracy almost ripped away & still in jeopardy!
We must all care no matter party must do better for Our Country & World 🌎it's all we have Stop The Madness!😡","1454629186295959554","2010-04-21T15:38:56.000Z","Actionnow🇺🇸☮️💧🐳🌈🗽🌻🕊🇺🇦🌊 Bluewave",FALSE,1,0,1,0,0,2791,3805,40385,2,NA,NA,"Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom https://t.co/OSCBjtDKIZ via @thenewspress",FALSE
"39","RT @ActionNow1: Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom  via @thenewspress. https   newspr es 2vxQU3f","1025748037140930560","135536498","everyone",FALSE,"en",2018-08-04 14:19:24,"1025748037140930560",FALSE,"Let me know if following gqp😡","https://pbs.twimg.com/profile_images/1353047666779938816/cJvhqLPT_normal.jpg",NA,"ActionNow1","Democracy almost ripped away & still in jeopardy!
We must all care no matter party must do better for Our Country & World 🌎it's all we have Stop The Madness!😡","1454629186295959554","2010-04-21T15:38:56.000Z","Actionnow🇺🇸☮️💧🐳🌈🗽🌻🕊🇺🇦🌊 Bluewave",FALSE,1,0,0,0,0,2791,3805,40385,2,NA,NA,"RT @ActionNow1: Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom https://t.co/OSCBjtDKIZ via @thenewspress",FALSE
"40","Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom  via @thenewspress @HHSGov @Potus  @Floridanews @fox13tampa. https   newspr es 2vxQU3f","1025753556647927810","135536498","everyone",FALSE,"en",2018-08-04 14:41:20,"1025753556647927810",FALSE,"Let me know if following gqp😡","https://pbs.twimg.com/profile_images/1353047666779938816/cJvhqLPT_normal.jpg",NA,"ActionNow1","Democracy almost ripped away & still in jeopardy!
We must all care no matter party must do better for Our Country & World 🌎it's all we have Stop The Madness!😡","1454629186295959554","2010-04-21T15:38:56.000Z","Actionnow🇺🇸☮️💧🐳🌈🗽🌻🕊🇺🇦🌊 Bluewave",FALSE,1,0,1,0,0,2791,3805,40385,2,NA,NA,"Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom https://t.co/OSCBjtDKIZ via @thenewspress @HHSGov @Potus  @Floridanews @fox13tampa",FALSE
"41","RT @ActionNow1: Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom  via @thenewspress @HHSGov @Potus  @Floridanews @fox13tampa. https   newspr es 2vxQU3f","1025755680962215936","135536498","everyone",FALSE,"en",2018-08-04 14:49:46,"1025755680962215936",FALSE,"Let me know if following gqp😡","https://pbs.twimg.com/profile_images/1353047666779938816/cJvhqLPT_normal.jpg",NA,"ActionNow1","Democracy almost ripped away & still in jeopardy!
We must all care no matter party must do better for Our Country & World 🌎it's all we have Stop The Madness!😡","1454629186295959554","2010-04-21T15:38:56.000Z","Actionnow🇺🇸☮️💧🐳🌈🗽🌻🕊🇺🇦🌊 Bluewave",FALSE,1,0,0,0,0,2791,3805,40385,2,NA,NA,"RT @ActionNow1: Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom https://t.co/OSCBjtDKIZ via @thenewspress @HHSGov @Potus  @Floridanews @fox13tampa",FALSE
"42","Sign, sign, everywhere a sign: 
Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom  via @thenewspress. https   newspr es 2vxQU3f","1025775958970777606","1154837329","everyone",FALSE,"en",2018-08-04 16:10:21,"1025775958970777606",TRUE,"Treasure Coast","https://pbs.twimg.com/profile_images/1615004242246344704/_5Vtr4SE_normal.jpg","https://t.co/ABGDRmgULg","TCPalmEKiller","@TCPalm \ Nice hat, Harry","1574843808675774465","2013-02-06T19:08:21.000Z","Ed Killer",FALSE,1,0,2,0,0,3024,1328,38998,104,NA,"f5b2e1c998aab0b5","Sign, sign, everywhere a sign: 
Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom https://t.co/3ey7wqdrcV via @thenewspress",FALSE
"43","RT @TCPalmEKiller: Sign, sign, everywhere a sign: 
Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom  via @thenewspress. https   newspr es 2vxQU3f","1025778117913325569","135536498","everyone",FALSE,"en",2018-08-04 16:18:56,"1025778117913325569",FALSE,"Let me know if following gqp😡","https://pbs.twimg.com/profile_images/1353047666779938816/cJvhqLPT_normal.jpg",NA,"ActionNow1","Democracy almost ripped away & still in jeopardy!
We must all care no matter party must do better for Our Country & World 🌎it's all we have Stop The Madness!😡","1454629186295959554","2010-04-21T15:38:56.000Z","Actionnow🇺🇸☮️💧🐳🌈🗽🌻🕊🇺🇦🌊 Bluewave",FALSE,1,0,0,0,0,2791,3805,40385,2,NA,NA,"RT @TCPalmEKiller: Sign, sign, everywhere a sign: 
Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom https://t.co/3ey7wqdrcV via @thenewspress",FALSE
"44","Ecological Disaster! | Toxic red tide is making Floridians sick — and angry | 😨😩😷😤😠😬 #Toxic #RedTide #cyanobacteria #summer #GreenFilm #GreenSludge #SouthernFlorida #LakeOkeechobee #Sarasota #Rivers #Canals #AtlanticOcean #GulfOfMexico    via @NBCNews. https   www nbcnews com news us news toxic red tide making floridians sick angry n897181","1025796793370435584","136731680","everyone",FALSE,"en",2018-08-04 17:33:08,"1025796793370435584",FALSE,"Arizona, USA","https://pbs.twimg.com/profile_images/1587663606136467456/jty2wFSq_normal.jpg",NA,"AtoZinAZ","~Life Is A Precious Gift~🍃🌺🍃",NA,"2010-04-24T19:13:22.000Z","Elizabeth🍃🌻🐝",FALSE,0,0,0,0,0,970,4828,13375,31,NA,NA,"Ecological Disaster! | Toxic red tide is making Floridians sick — and angry | 😨😩😷😤😠😬 #Toxic #RedTide #cyanobacteria #summer #GreenFilm #GreenSludge #SouthernFlorida #LakeOkeechobee #Sarasota #Rivers #Canals #AtlanticOcean #GulfOfMexico   https://t.co/84TWDixTkR via @NBCNews",FALSE
"45","Pollution controls include stopping it at the source  via @thenewspress. https   newspr es 2MknMUB","1025812727397314560","16196649","everyone",FALSE,"en",2018-08-04 18:36:27,"1025812727397314560",TRUE,"Cape Coral, Florida","https://pbs.twimg.com/profile_images/1530009165401301007/BWW7xNg0_normal.jpg","https://t.co/NqSrpoBvtw","CoryODonnell","Tall. Burly. Hirsute. 🦺 Marketing Mgr🎙Podcaster @FLAFreakshow. 📝 Storyteller. Fmrly @USATODAY 🗞 Ambassador of Fun. Imbiber of Delight.☘️ he/him 🤙","1235234926578065409","2008-09-09T02:43:07.000Z","CORY☀️O’DONNELL",FALSE,0,0,1,0,0,1897,1992,13796,72,NA,NA,"Pollution controls include stopping it at the source https://t.co/StJDi1U6c5 via @thenewspress",FALSE
"46","Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom  via @USATODAY And the EPA wants to cut regulations.. https   newspr es 2vxQU3f","1025848879135252480","4161385936","everyone",FALSE,"en",2018-08-04 21:00:06,"1025848879135252480",FALSE,NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,"georgebrown06","Split my time between Maine and Florida, but Maine is where my heart is. Navy Vet, 68-72. Proud lifetime sales guy.",NA,"2015-11-11T04:15:51.000Z","George brown",FALSE,0,0,1,0,0,7157,7316,69333,6,NA,NA,"Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom https://t.co/650Re5AnT5 via @USATODAY And the EPA wants to cut regulations.",FALSE
"47","@caperguy33 @krassenstein @FLGovScott @SenBillNelson While there’s no direct link to ag runoff...once red tide makes it to local beaches, growth can be influenced by agricultural &amp; urban runoff, according to Mote Marine Lab in Sarasota. Blue-green algae blooms have a direct relation to ag &amp; urban runoff.
. https   www naplesnews com story news local environment 2018 08 03 florida algae crisis what difference between red tide and blue green algae 898800002","1025796005223178240","2194543537","everyone",FALSE,"en",2018-08-04 23:16:17,"1025883150138912769",FALSE,NA,"https://pbs.twimg.com/profile_images/1480634555367186432/8Zbi_D7V_normal.jpg",NA,"Medusa0029","I stand with Ukraine. Progressive Liberal. Retweets≠endorsement. No DMs. Never forget January 6th was NOT legitimate political discourse. Vote Blue in 2022!","1614028934244438022","2013-11-14T17:07:26.000Z","Lois-VOTE BLUE-Phillips 🐀 🌊🇺🇸 🇺🇦",FALSE,1,4,0,0,0,4913,5298,303297,39,"2888544971",NA,"@caperguy33 @krassenstein @FLGovScott @SenBillNelson While there’s no direct link to ag runoff...once red tide makes it to local beaches, growth can be influenced by agricultural &amp; urban runoff, according to Mote Marine Lab in Sarasota. Blue-green algae blooms have a direct relation to ag &amp; urban runoff.
https://t.co/QFzT9Sja9S",FALSE
"48","@DrDenaGrayson @GOP @realDonaldTrump @SenBillNelson He's responsible for: . https   www news press com story news local 2018 08 03 red tide blue green algae fort myers naples sanibel sarasota army corps lake okeechobee florida 870339002","1025540413946560512","862369553526923264","everyone",TRUE,"en",2018-08-04 23:37:06,"1025888389696913408",FALSE,"Winter Springs, FL","https://pbs.twimg.com/profile_images/1134233739960246272/CnBgZmrs_normal.jpg",NA,"ellen_guenther","I'm just a Grandmother trying to help make this a better place for my grandchildren to grow up in.",NA,"2017-05-10T18:11:38.000Z","Ellen Lee Guenther",FALSE,0,0,0,0,0,206,436,13565,1,"1651522832",NA,"@DrDenaGrayson @GOP @realDonaldTrump @SenBillNelson He's responsible for: https://t.co/CMJdwuxCk2",FALSE
"49","Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom . https   www news press com story news local 2018 08 03 red tide blue green algae fort myers naples sanibel sarasota army corps lake okeechobee florida 870339002","1025907706396323840","335488187","everyone",FALSE,"en",2018-08-05 00:53:52,"1025907706396323840",FALSE,"New Orleans","https://pbs.twimg.com/profile_images/1244067330600165376/qpUd3ccV_normal.jpg","https://t.co/aX7JEBGRY7","AndersStephanie","",NA,"2011-07-14T19:20:26.000Z","AndersStephanie",FALSE,0,0,0,0,0,310,762,51041,18,NA,NA,"Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom https://t.co/xzOsK93Wlw",FALSE
"50","RT @not_my_cheeto_: @marcorubio @NOAA Still wondering about #climatechange? You said you’re not a Scientist, maybe you should talk to one. Here are more victims of Red Tide in the Gulf and toxic Blue-Green Algae from the Caloosahatchee. 
Pictures taken in July, most from Lee County. Collier, Charlotte, &amp; Sarasota. . https   twitter com not_my_cheeto_ status 1025013391281332225 photo 1","1026073836180185089","135536498","everyone",FALSE,"en",2018-08-05 11:54:00,"1026073836180185089",FALSE,"Let me know if following gqp😡","https://pbs.twimg.com/profile_images/1353047666779938816/cJvhqLPT_normal.jpg",NA,"ActionNow1","Democracy almost ripped away & still in jeopardy!
We must all care no matter party must do better for Our Country & World 🌎it's all we have Stop The Madness!😡","1454629186295959554","2010-04-21T15:38:56.000Z","Actionnow🇺🇸☮️💧🐳🌈🗽🌻🕊🇺🇦🌊 Bluewave",FALSE,4,0,0,0,0,2791,3805,40385,2,NA,NA,"RT @not_my_cheeto_: @marcorubio @NOAA Still wondering about #climatechange? You said you’re not a Scientist, maybe you should talk to one. Here are more victims of Red Tide in the Gulf and toxic Blue-Green Algae from the Caloosahatchee. 
Pictures taken in July, most from Lee County. Collier, Charlotte, &amp; Sarasota. https://t.co/dsFg7ItJgY",FALSE
"51","@YoureAFanOfMine @tonyfor74 I have been in Venice Italy and Venice Florida in August .Venice Italy did not have blue green algae!. ","1025091977535266816","2414913756","everyone",FALSE,"en",2018-08-05 13:26:51,"1026097201016123393",FALSE,"Florida","https://pbs.twimg.com/profile_images/1044311228661694464/8WGI5ptD_normal.jpg",NA,"LeChatNoire4","#VOTE BLUE 2022 🌊🇺🇸🌊 #BuyARepublicanToday! no DM’s","1222268511134896129","2014-03-27T21:29:48.000Z","Le Chat Biden Democrat",FALSE,0,0,0,0,0,14255,13707,1103614,336,"3043961759",NA,"@YoureAFanOfMine @tonyfor74 I have been in Venice Italy and Venice Florida in August .Venice Italy did not have blue green algae!",FALSE
"52","RT @calusawater: Fort Myers, Cape Coral at center of 2 water quality tragedies – red tide + blue-green algal bloom  via @thenewspress. https   newspr es 2vxQU3f","1026126463529959424","1437168828","everyone",FALSE,"en",2018-08-05 15:23:08,"1026126463529959424",FALSE,"United States","https://pbs.twimg.com/profile_images/423203382967283712/KRXNsK3-_normal.jpeg",NA,"CaHughes74","HFA. Organizer IA, NY, FL, UN Env Delegate, MSW, Const.Caseworker,Vic Advocate, FM DJ, E.Hampton, Bklyn, AmeriCorps,LIU library, MHP, NYS AG Env Award",NA,"2013-05-18T02:14:37.000Z","Catherine Angela Imbriano Hughes",FALSE,3,0,0,0,0,874,5004,44728,23,NA,NA,"RT @calusawater: Fort Myers, Cape Coral at center of 2 water quality tragedies – red tide + blue-green algal bloom https://t.co/YT26x4gq4b via @thenewspress",FALSE
