"","text","possibly_sensitive","id","created_at.x","author_id","conversation_id","reply_settings","lang","in_reply_to_user_id","profile_image_url","location","protected","description","verified","username","name","created_at.y","url","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","text_with_display_links","reply.to.thread.no.term"
"154","Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature . https   www bradenton com news local article244105107 html",FALSE,"1281285053813870593",2020-07-09 17:52:16,"2415889026","1281285053813870593","everyone","en",NA,"https://pbs.twimg.com/profile_images/1432729879871639553/LgEHhce2_normal.jpg","Bradenton FL",FALSE,"A quarter century as a journalist and proud #veteran. Now the conservative voice of Manatee County at the @ManateeHerald",FALSE,"Urbanmark2014","Mark Young","2014-03-28T13:15:12.000Z","https://t.co/4WQP3XGHn4",NA,3,0,0,0,0,2698,2466,7279,82,NA,"Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/xtMYqdRts5",FALSE
"155","RT @urbanmark2014: Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature . https   www bradenton com news local article244105107 html",FALSE,"1281285273536643075",2020-07-09 17:53:08,"23639653","1281285273536643075","everyone","en",NA,"https://pbs.twimg.com/profile_images/1519484874448646146/_oZDh4So_normal.jpg","Bradenton, Fla.",FALSE,"Reporter @bradentonherald. Past: US Army Vietnam War vet, @USouthFlorida grad, New Smyrna Beach Observer, Clewiston News. Author: “Oh, Darling!” at https://t.co/v4UbPKKWyT.",TRUE,"jajones1","James A. Jones Jr.","2009-03-10T19:38:12.000Z","https://t.co/it3w4zKjvp",NA,3,0,0,0,0,2155,591,16286,65,NA,"RT @urbanmark2014: Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/xtMYqdRts5",FALSE
"156","RT @tompkinscondie: Worried about the health of our environment? Read this:
Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature . https   www bradenton com news local article244105107 html",FALSE,"1281285744921907205",2020-07-09 17:55:01,"46482627","1281285744921907205","everyone","en",NA,"https://pbs.twimg.com/profile_images/755734056726396929/HTBPEMu-_normal.jpg","Bradenton, FL",FALSE,"Two decades plus in newspapers, looking for next career adventure. Formerly at Bradenton Herald and Tampa Tribune. Fan of 49ers, Lakers, Braves, Lightning, UCF",TRUE,"AlanBell35","Alan Bellittera","2009-06-11T20:30:18.000Z","https://t.co/k8wuiShiil",NA,2,0,0,0,0,478,476,10005,20,NA,"RT @tompkinscondie: Worried about the health of our environment? Read this:
Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/63jksJPnad",FALSE
"157","RT @JDeleon1012: Really shitty situation doesn't even say enough

Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature, reports @urbanmark2014  . https   www bradenton com news local article244105107 html",FALSE,"1281291790700683264",2020-07-09 18:19:02,"2415889026","1281291790700683264","everyone","en",NA,"https://pbs.twimg.com/profile_images/1432729879871639553/LgEHhce2_normal.jpg","Bradenton FL",FALSE,"A quarter century as a journalist and proud #veteran. Now the conservative voice of Manatee County at the @ManateeHerald",FALSE,"Urbanmark2014","Mark Young","2014-03-28T13:15:12.000Z","https://t.co/4WQP3XGHn4",NA,2,0,0,0,0,2698,2466,7279,82,NA,"RT @JDeleon1012: Really shitty situation doesn't even say enough

Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature, reports @urbanmark2014  https://t.co/YGjuljxcLV",FALSE
"158","""Attenuation""

That's how Longboat Key is going to let nature handle cleanup of huge sewage spill near Sarasota Bay.

. https   www bradenton com news local article244105107 html",FALSE,"1281294015669907457",2020-07-09 18:27:53,"349049976","1281294015669907457","everyone","en",NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Bradenton, Fla.",FALSE,"",TRUE,"MRMasferrer","Marc R. Masferrer","2011-08-05T13:16:34.000Z",NA,NA,0,0,0,0,0,3163,1919,76814,119,NA,"""Attenuation""

That's how Longboat Key is going to let nature handle cleanup of huge sewage spill near Sarasota Bay.

https://t.co/fYoCU6x83w",FALSE
"159","RT @urbanmark2014: Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature . https   www bradenton com news local article244105107 html",FALSE,"1281296235505295366",2020-07-09 18:36:42,"1697808410","1281296235505295366","everyone","en",NA,"https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg",NA,FALSE,"Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com",TRUE,"RCCallihan","Ryan Callihan","2013-08-25T01:02:52.000Z","https://t.co/lvv5hrbF92",NA,3,0,0,0,0,1384,1186,6523,30,NA,"RT @urbanmark2014: Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/xtMYqdRts5",FALSE
"160","RT @tompkinscondie: Worried about the health of our environment? Read this:
Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature . https   www bradenton com news local article244105107 html",FALSE,"1281298017077923840",2020-07-09 18:43:47,"115128098","1281298017077923840","everyone","en",NA,"https://pbs.twimg.com/profile_images/852611029964115968/6EOec8fW_normal.jpg","Bradenton, Florida",FALSE,"Retired editor, recovered newsroom addict. Love my Puerto Rican terrior Rica! And always, huge @Cardinals fan.",TRUE,"JEKrauter","Joan Krauter","2010-02-17T18:05:54.000Z",NA,NA,2,0,0,0,0,1781,1529,6659,50,NA,"RT @tompkinscondie: Worried about the health of our environment? Read this:
Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/63jksJPnad",FALSE
"161","@tompkinscondie i guess you could call those beaureucrats a bunch of crap eaters.. ",FALSE,"1281303434373861379",2020-07-09 19:05:18,"2230176618","1281281789756145666","everyone","en","394878948","https://pbs.twimg.com/profile_images/1383053199096053765/ak87xpkN_normal.jpg","Kingston Tennessee",FALSE,"student. Visual Acquisition Specialist. Award winning Photojournalist Springsteen Fan Steelers/Penguins/pirates https://t.co/TgqzrPE5KX",FALSE,"TheeDavidDoonan","David D👁👁nan🖕","2013-12-04T16:28:20.000Z","https://t.co/TgqzrPE5KX",NA,0,0,0,0,0,80,269,8202,4,NA,"@tompkinscondie i guess you could call those beaureucrats a bunch of crap eaters.",TRUE
"162","A water line break in Longboat causing sewage to spill in Sarasota Bay has caused concern among residents. 

. https   www yourobserver com article longboat key sewage spill estimated at 25 8 million gallons",FALSE,"1281317200058605569",2020-07-09 20:00:00,"111123725","1281317200058605569","everyone","en",NA,"https://pbs.twimg.com/profile_images/1587865629293481984/bU0KfMnz_normal.jpg",NA,FALSE,"Your source for neighborhood news in Sarasota/Siesta Key, Longboat Key and East County.

https://t.co/eaf1UvWH5L",FALSE,"ObserverGroup","Your Observer","2010-02-03T22:00:08.000Z","https://t.co/tfzP3Vaduo",NA,0,0,0,0,0,7900,291,14829,128,NA,"A water line break in Longboat causing sewage to spill in Sarasota Bay has caused concern among residents. 

https://t.co/2NgMMfS4i6",FALSE
"163","Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature  

do you smell it?...it's the smell of corruption.... https   www bradenton com news local article244105107 html",FALSE,"1281319008378261507",2020-07-09 20:07:12,"24817432","1281319008378261507","everyone","en",NA,"https://pbs.twimg.com/profile_images/1184661745186562049/gBxwdf80_normal.jpg","Seminole Territory",FALSE,"Lateral thinker",FALSE,"MiraclesArt","Rose von Perbandt","2009-03-17T01:50:28.000Z",NA,"1589815044099170305",0,0,0,0,0,3355,4203,341353,4,NA,"Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/Dx3w6tyZdc 

do you smell it?...it's the smell of corruption...",FALSE
"164","RT @urbanmark2014: Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature . https   www bradenton com news local article244105107 html",FALSE,"1281331845347651587",2020-07-09 20:58:12,"2351280776","1281331845347651587","everyone","en",NA,"https://pbs.twimg.com/profile_images/1247156445260505088/S21JXarc_normal.jpg","Florida, USA",FALSE,"writing || curating the curious || news reporter and feature writer @BradentonHerald || Tips: rballogg@bradenton.com",FALSE,"RBallogg","Ryan Ballogg","2014-02-19T07:14:34.000Z","https://t.co/Xbnfh9bNI5",NA,3,0,0,0,0,382,576,1877,15,NA,"RT @urbanmark2014: Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/xtMYqdRts5",FALSE
"165","Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature . https   www bradenton com news local article244105107 html",FALSE,"1281557177707171841",2020-07-10 11:53:36,"916680060542738432","1281557177707171841","everyone","en",NA,"https://pbs.twimg.com/profile_images/916682219678138368/OnRGbGSs_normal.jpg","Singapore",FALSE,"TechiFishes is an idea that focuses on ecological sustainability",FALSE,"TechiFishes","TechiFishes","2017-10-07T15:02:12.000Z",NA,NA,0,0,0,0,0,613,231,4706,3,NA,"Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/C5NaoyKpSN",FALSE
"166","Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature . https   www bradenton com news local article244105107 html",FALSE,"1281563352989347846",2020-07-10 12:18:08,"534263140","1281563352989347846","everyone","en",NA,"https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg",NA,FALSE,"",FALSE,"FloridaIssues","Florida Issues","2012-03-23T12:49:26.000Z",NA,NA,0,0,0,0,0,1025,11,135944,38,NA,"Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/JOj2KFLhyT",FALSE
"167","RT @SNNTV: Water quality monitoring continues on the Suncoast, following the estimated 25.8 million gallons of raw sewage that leaked into Sarasota Bay from a Longboat Key sewer pipe.
@ValezkaSNN
MORE: . https   www snntv com story 42342243 water quality monitoring continues on the suncoast",FALSE,"1281639452922781697",2020-07-10 17:20:31,"816013053745627136","1281639452922781697","everyone","en",NA,"https://pbs.twimg.com/profile_images/1028519708381732865/f0iw2Swi_normal.jpg","South Carolina, USA",FALSE,"🕵️‍♂️pianist, botanist, linguist
#civil,#rights,#Communautes Francophones",FALSE,"Artymedon","Felsenhardt","2017-01-02T20:07:27.000Z",NA,"1621846317419962368",3,0,0,0,0,357,4928,14514,0,NA,"RT @SNNTV: Water quality monitoring continues on the Suncoast, following the estimated 25.8 million gallons of raw sewage that leaked into Sarasota Bay from a Longboat Key sewer pipe.
@ValezkaSNN
MORE: https://t.co/l29rVwK4o5",FALSE
"168","RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key.. ",FALSE,"1281639540961300480",2020-07-10 17:20:52,"816013053745627136","1281639540961300480","everyone","en",NA,"https://pbs.twimg.com/profile_images/1028519708381732865/f0iw2Swi_normal.jpg","South Carolina, USA",FALSE,"🕵️‍♂️pianist, botanist, linguist
#civil,#rights,#Communautes Francophones",FALSE,"Artymedon","Felsenhardt","2017-01-02T20:07:27.000Z",NA,"1621846317419962368",9,0,0,0,0,357,4928,14514,0,NA,"RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key.",FALSE
"169","RT @ReadCarlos: On Friday, a contractor hit a sewer line at 5250 Gulf of Mexico Drive on Longboat Key at about 7:30 p.m. resulting in a spill of less than 1,000 gallons of wastewater. Repairs will be completed by Wednesday. The spill has been plugged and bypassed.. ",FALSE,"1281639829516750851",2020-07-10 17:22:01,"816013053745627136","1281639829516750851","everyone","en",NA,"https://pbs.twimg.com/profile_images/1028519708381732865/f0iw2Swi_normal.jpg","South Carolina, USA",FALSE,"🕵️‍♂️pianist, botanist, linguist
#civil,#rights,#Communautes Francophones",FALSE,"Artymedon","Felsenhardt","2017-01-02T20:07:27.000Z",NA,"1621846317419962368",1,0,0,0,0,357,4928,14514,0,NA,"RT @ReadCarlos: On Friday, a contractor hit a sewer line at 5250 Gulf of Mexico Drive on Longboat Key at about 7:30 p.m. resulting in a spill of less than 1,000 gallons of wastewater. Repairs will be completed by Wednesday. The spill has been plugged and bypassed.",FALSE
"170","Longboat Key needs to apologize for sewage spill near Sarasota Bay | Letter to the editor . https   www bradenton com opinion letters to the editor article244186592 html",FALSE,"1282687694351392769",2020-07-13 14:45:52,"19344401","1282687694351392769","everyone","en",NA,"https://pbs.twimg.com/profile_images/1422199020395577348/BNoyXuoP_normal.jpg","Bradenton, Florida",FALSE,"The leading source for local news, sports and information in Bradenton, Florida, Lakewood Ranch, Palmetto, Ellenton and all of Manatee County.",TRUE,"bradentonherald","Bradenton Herald","2009-01-22T16:00:14.000Z","https://t.co/KwY6u39gya",NA,0,0,2,1,0,44597,1506,140325,545,NA,"Longboat Key needs to apologize for sewage spill near Sarasota Bay | Letter to the editor https://t.co/vvdziXvjNG",FALSE
"171","The pipe — which gathers sewage from the entire town and pushes it east from a pumping station on Gulf Bay Road —  is 4-8 feet below the bottom of Sarasota Bay.

. https   www yourobserver com article longboat key seeks to advance new sewage pipe project",FALSE,"1283476429829701632",2020-07-15 19:00:01,"111123725","1283476429829701632","everyone","en",NA,"https://pbs.twimg.com/profile_images/1587865629293481984/bU0KfMnz_normal.jpg",NA,FALSE,"Your source for neighborhood news in Sarasota/Siesta Key, Longboat Key and East County.

https://t.co/eaf1UvWH5L",FALSE,"ObserverGroup","Your Observer","2010-02-03T22:00:08.000Z","https://t.co/tfzP3Vaduo",NA,0,0,0,0,0,7900,291,14829,128,NA,"The pipe — which gathers sewage from the entire town and pushes it east from a pumping station on Gulf Bay Road —  is 4-8 feet below the bottom of Sarasota Bay.

https://t.co/dLb3fDDwpb",FALSE
"172","High Bacteria Levels Found in bay after Longboat Key sewage spill. DNA testing could reveal link.  Read today in Bradenton Herald!. ",FALSE,"1286716119248711680",2020-07-24 17:33:23,"825179034376085504","1286716119248711680","everyone","en",NA,"https://pbs.twimg.com/profile_images/828373822218842112/Emqknhvx_normal.jpg","United States",FALSE,"",FALSE,"LauraLAbythesea","Laura","2017-01-28T03:09:47.000Z",NA,"1127290745143087104",0,0,2,2,0,2046,2402,159442,4,NA,"High Bacteria Levels Found in bay after Longboat Key sewage spill. DNA testing could reveal link.  Read today in Bradenton Herald!",FALSE
"173","Read about Longboat Key's report on their 26-million-gallon sewage leak, saying that their leak cannot be blamed for elevated bacteria levels in the bay. . https   thebradentontimes com longboat key no proof our leak is causing elevated bay bacteria levels p22026 158 htm",FALSE,"1287372263017283590",2020-07-26 13:00:40,"22491377","1287372263017283590","everyone","en",NA,"https://pbs.twimg.com/profile_images/1483887619452936196/UDG-eMxZ_normal.jpg","Bradenton, FL",FALSE,"Editor of https://t.co/8XJrWkBtux — Manatee County's most trusted source for fact-based news and analysis without an agenda!",FALSE,"BradentonTimes","Mitch Maley","2009-03-02T15:01:54.000Z","https://t.co/TaeV0DVZPW",NA,0,0,1,0,0,8466,1447,14239,192,NA,"Read about Longboat Key's report on their 26-million-gallon sewage leak, saying that their leak cannot be blamed for elevated bacteria levels in the bay. https://t.co/x9HpFmFjoN",FALSE
"174","Now a real reason to wear a mask to the beach. The smell of sewage must be horrendous 💩💩💩 . https   thebradentontimes com longboat key sewage spill p22010 158 htm",FALSE,"1287605134436990982",2020-07-27 04:26:01,"136772776","1287605134436990982","everyone","en",NA,"https://pbs.twimg.com/profile_images/914928950698274817/Bx2tC2RS_normal.jpg","Illinois, USA",FALSE,"",FALSE,"2oceans1","2oceans1","2010-04-24T22:00:44.000Z",NA,NA,0,0,0,0,0,431,714,14829,30,NA,"Now a real reason to wear a mask to the beach. The smell of sewage must be horrendous 💩💩💩 https://t.co/7jFKygf2eE",FALSE
"175","I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an ecological emergency that could have a catastrophic effect on the region’s economy if we don’t act forcefully”

#sarasotabay #longboat 

? . https   www heraldtribune com news 20200726 what we know about why it took longboat key so long to address sewage spill. https   twitter com PublicGood2050 status 1287759531695636481 photo 1",FALSE,"1287759531695636481",2020-07-27 14:39:32,"2826987948","1287759531695636481","everyone","en",NA,"https://pbs.twimg.com/profile_images/514175961189715968/qi5IT74g_normal.png","Sarasota County, FL",FALSE,"Citizens for Sarasota County -- a new coalition to promote ethical, responsive government.",FALSE,"PublicGood2050","Public Good","2014-09-22T22:11:57.000Z","http://t.co/EfZPVlfgi9",NA,4,0,1,0,0,277,341,6790,12,NA,"I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an ecological emergency that could have a catastrophic effect on the region’s economy if we don’t act forcefully”

#sarasotabay #longboat 

https://t.co/BZAy1Hw29E? https://t.co/LZjGmNrjzx",FALSE
"176","RT @PublicGood2050: I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an ecological emergency that could have a catastrophic effect on the region’s economy if we don’t act forcefully”

#sarasotabay #longboat 

? . https   www heraldtribune com news 20200726 what we know about why it took longboat key so long to address sewage spill. https   twitter com PublicGood2050 status 1287759531695636481 photo 1",FALSE,"1287759723865964544",2020-07-27 14:40:18,"14699205","1287759723865964544","everyone","en",NA,"https://pbs.twimg.com/profile_images/53912530/dv_normal.jpg",NA,FALSE,"",FALSE,"TwartVader","TwartVader","2008-05-08T11:49:17.000Z",NA,NA,4,0,0,0,0,46,126,6654,3,NA,"RT @PublicGood2050: I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an ecological emergency that could have a catastrophic effect on the region’s economy if we don’t act forcefully”

#sarasotabay #longboat 

https://t.co/BZAy1Hw29E? https://t.co/LZjGmNrjzx",FALSE
"177","RT @PublicGood2050: I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an ecological emergency that could have a catastrophic effect on the region’s economy if we don’t act forcefully”

#sarasotabay #longboat 

? . https   www heraldtribune com news 20200726 what we know about why it took longboat key so long to address sewage spill. https   twitter com PublicGood2050 status 1287759531695636481 photo 1",FALSE,"1287759741020778497",2020-07-27 14:40:22,"109613995","1287759741020778497","everyone","en",NA,"https://pbs.twimg.com/profile_images/495319540427784192/fSdnbOv1_normal.jpeg","Sarasota, FL",FALSE,"All things relating to the quality of life in Lake Sarasota, Fl.",FALSE,"lakesarasota","Lake Sarasota","2010-01-29T17:20:38.000Z","http://t.co/mf389Wtxan",NA,4,0,0,0,0,874,531,7212,23,NA,"RT @PublicGood2050: I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an ecological emergency that could have a catastrophic effect on the region’s economy if we don’t act forcefully”

#sarasotabay #longboat 

https://t.co/BZAy1Hw29E? https://t.co/LZjGmNrjzx",FALSE
"178","RT @PublicGood2050: I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an ecological emergency that could have a catastrophic effect on the region’s economy if we don’t act forcefully”

#sarasotabay #longboat 

? . https   www heraldtribune com news 20200726 what we know about why it took longboat key so long to address sewage spill. https   twitter com PublicGood2050 status 1287759531695636481 photo 1",FALSE,"1287759771324555271",2020-07-27 14:40:29,"938757225266507776","1287759771324555271","everyone","en",NA,"https://pbs.twimg.com/profile_images/938758749434478592/-GrE-QKE_normal.jpg",NA,FALSE,"Fresh Start Sarasota supports an open, community-based plan to enhance the inherent value of the Celery Fields bird sanctuary, integrating public land uses.",FALSE,"FreshStarSrq","Fresh Start Sarasota","2017-12-07T13:08:58.000Z",NA,NA,4,0,0,0,0,105,84,2906,2,NA,"RT @PublicGood2050: I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an ecological emergency that could have a catastrophic effect on the region’s economy if we don’t act forcefully”

#sarasotabay #longboat 

https://t.co/BZAy1Hw29E? https://t.co/LZjGmNrjzx",FALSE
"179","RT @PublicGood2050: I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an ecological emergency that could have a catastrophic effect on the region’s economy if we don’t act forcefully”

#sarasotabay #longboat 

? . https   www heraldtribune com news 20200726 what we know about why it took longboat key so long to address sewage spill. https   twitter com PublicGood2050 status 1287759531695636481 photo 1",FALSE,"1287759806640652289",2020-07-27 14:40:37,"1271843974077186048","1287759806640652289","everyone","en",NA,"https://pbs.twimg.com/profile_images/1277336032036491267/urIKsm8M_normal.jpg","Sarasota County, Florida",FALSE,"Democracy works when it's open, honest, and puts citizens above developers. Single Member Districts empower us to identify issues, meet candidates, & step up.",FALSE,"4_sarasota","Citizens 4 District Power - Sarasota County","2020-06-13T16:37:44.000Z","https://t.co/DreW7gfSse",NA,4,0,0,0,0,33,32,1180,1,NA,"RT @PublicGood2050: I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an ecological emergency that could have a catastrophic effect on the region’s economy if we don’t act forcefully”

#sarasotabay #longboat 

https://t.co/BZAy1Hw29E? https://t.co/LZjGmNrjzx",FALSE
"180","Read about Longboat Key's investigation into their sewage leak in the article below. . https   thebradentontimes com longboat key no proof our leak is causing elevated bay bacteria levels p22026 158 htm",FALSE,"1289217181901783041",2020-07-31 15:11:43,"22491377","1289217181901783041","everyone","en",NA,"https://pbs.twimg.com/profile_images/1483887619452936196/UDG-eMxZ_normal.jpg","Bradenton, FL",FALSE,"Editor of https://t.co/8XJrWkBtux — Manatee County's most trusted source for fact-based news and analysis without an agenda!",FALSE,"BradentonTimes","Mitch Maley","2009-03-02T15:01:54.000Z","https://t.co/TaeV0DVZPW",NA,0,0,0,0,0,8466,1447,14239,192,NA,"Read about Longboat Key's investigation into their sewage leak in the article below. https://t.co/x9HpFmFjoN",FALSE
"181","‘No evidence’ that 17-million-gallon sewage spill hurt Sarasota Bay, Longboat Key says . https   www bradenton com news local article245232440 html",FALSE,"1298285071485603843",2020-08-25 15:44:16,"19344401","1298285071485603843","everyone","en",NA,"https://pbs.twimg.com/profile_images/1422199020395577348/BNoyXuoP_normal.jpg","Bradenton, Florida",FALSE,"The leading source for local news, sports and information in Bradenton, Florida, Lakewood Ranch, Palmetto, Ellenton and all of Manatee County.",TRUE,"bradentonherald","Bradenton Herald","2009-01-22T16:00:14.000Z","https://t.co/KwY6u39gya",NA,2,1,1,0,0,44597,1506,140325,545,NA,"‘No evidence’ that 17-million-gallon sewage spill hurt Sarasota Bay, Longboat Key says https://t.co/PEz8cotiBv",FALSE
"182","RT @bradentonherald: ‘No evidence’ that 17-million-gallon sewage spill hurt Sarasota Bay, Longboat Key says . https   www bradenton com news local article245232440 html",FALSE,"1298286857877323776",2020-08-25 15:51:22,"2415889026","1298286857877323776","everyone","en",NA,"https://pbs.twimg.com/profile_images/1432729879871639553/LgEHhce2_normal.jpg","Bradenton FL",FALSE,"A quarter century as a journalist and proud #veteran. Now the conservative voice of Manatee County at the @ManateeHerald",FALSE,"Urbanmark2014","Mark Young","2014-03-28T13:15:12.000Z","https://t.co/4WQP3XGHn4",NA,2,0,0,0,0,2698,2466,7279,82,NA,"RT @bradentonherald: ‘No evidence’ that 17-million-gallon sewage spill hurt Sarasota Bay, Longboat Key says https://t.co/PEz8cotiBv",FALSE
"183","RT @bradentonherald: ‘No evidence’ that 17-million-gallon sewage spill hurt Sarasota Bay, Longboat Key says . https   www bradenton com news local article245232440 html",FALSE,"1298299946580484099",2020-08-25 16:43:23,"1697808410","1298299946580484099","everyone","en",NA,"https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg",NA,FALSE,"Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com",TRUE,"RCCallihan","Ryan Callihan","2013-08-25T01:02:52.000Z","https://t.co/lvv5hrbF92",NA,2,0,0,0,0,1384,1186,6523,30,NA,"RT @bradentonherald: ‘No evidence’ that 17-million-gallon sewage spill hurt Sarasota Bay, Longboat Key says https://t.co/PEz8cotiBv",FALSE
"184","@bradentonherald @RCCallihan This is not the same as evidence that no harm was done, especially in the longer term. ",FALSE,"1298305113732321280",2020-08-25 17:03:55,"1240411857451651073","1298285071485603843","everyone","en","19344401","https://pbs.twimg.com/profile_images/1375896342048993293/yk4-JK7o_normal.png","Seattle, WA",FALSE,"if man’s the irrelevance that interests you, stick with him! scare him to glory!",FALSE,"AlexBMcauliffe","Alex McAuliffe","2020-03-18T22:58:38.000Z","https://t.co/qmZPjfGSnw","1605381056622100480",0,0,1,0,0,356,402,2927,4,NA,"@bradentonherald @RCCallihan This is not the same as evidence that no harm was done, especially in the longer term",TRUE
"185","UPDATE: State says penalties coming for Longboat Key sewage spill. Town says Sarasota Bay not hurt . https   www bradenton com news local article245232440 html",FALSE,"1298314720978534401",2020-08-25 17:42:05,"2415889026","1298314720978534401","everyone","en",NA,"https://pbs.twimg.com/profile_images/1432729879871639553/LgEHhce2_normal.jpg","Bradenton FL",FALSE,"A quarter century as a journalist and proud #veteran. Now the conservative voice of Manatee County at the @ManateeHerald",FALSE,"Urbanmark2014","Mark Young","2014-03-28T13:15:12.000Z","https://t.co/4WQP3XGHn4",NA,2,0,2,0,0,2698,2466,7279,82,NA,"UPDATE: State says penalties coming for Longboat Key sewage spill. Town says Sarasota Bay not hurt https://t.co/dG1PAkkM2g",FALSE
"186","RT @urbanmark2014: UPDATE: State says penalties coming for Longboat Key sewage spill. Town says Sarasota Bay not hurt . https   www bradenton com news local article245232440 html",FALSE,"1298315703808819200",2020-08-25 17:45:59,"1697808410","1298315703808819200","everyone","en",NA,"https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg",NA,FALSE,"Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com",TRUE,"RCCallihan","Ryan Callihan","2013-08-25T01:02:52.000Z","https://t.co/lvv5hrbF92",NA,2,0,0,0,0,1384,1186,6523,30,NA,"RT @urbanmark2014: UPDATE: State says penalties coming for Longboat Key sewage spill. Town says Sarasota Bay not hurt https://t.co/dG1PAkkM2g",FALSE
"187","RT @urbanmark2014: UPDATE: State says penalties coming for Longboat Key sewage spill. Town says Sarasota Bay not hurt . https   www bradenton com news local article245232440 html",FALSE,"1298317889456545795",2020-08-25 17:54:41,"23639653","1298317889456545795","everyone","en",NA,"https://pbs.twimg.com/profile_images/1519484874448646146/_oZDh4So_normal.jpg","Bradenton, Fla.",FALSE,"Reporter @bradentonherald. Past: US Army Vietnam War vet, @USouthFlorida grad, New Smyrna Beach Observer, Clewiston News. Author: “Oh, Darling!” at https://t.co/v4UbPKKWyT.",TRUE,"jajones1","James A. Jones Jr.","2009-03-10T19:38:12.000Z","https://t.co/it3w4zKjvp",NA,2,0,0,0,0,2155,591,16286,65,NA,"RT @urbanmark2014: UPDATE: State says penalties coming for Longboat Key sewage spill. Town says Sarasota Bay not hurt https://t.co/dG1PAkkM2g",FALSE
