"","text","in_reply_to_user_id","possibly_sensitive","created_at.x","reply_settings","conversation_id","author_id","lang","id","protected","pinned_tweet_id","url","profile_image_url","verified","username","created_at.y","name","description","location","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","withheld.x_copyright","text_with_display_links","reply.to.thread.no.term"
"891","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 19:05:45,"everyone","1379148268777525249","322644588","en","1379148268777525249",FALSE,"1396147017139703808",NA,"https://pbs.twimg.com/profile_images/3104118888/89bc812cd8b41edd88127f07d22bbacb_normal.jpeg",FALSE,"WPKat","2011-06-23T14:27:18.000Z","Kathleen","Spirit Indestructible (Nelly Furtado)","Alaska",326,0,0,0,0,625,4892,179331,2,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"892","The good news is they've doubled the rate at which this water is being taken out to hopefully avoid a catastrophic collapse.

The bad news is they've doubled the rate at which this disgusting wastewater is being pumped into our beautiful bay... @10TampaBay . https   www wtsp com article news local manateecounty manatee county piney point water breach 67 fe10e0a7 f2a4 47e1 8d1e 0dac1d8c084f",NA,FALSE,2021-04-05 19:06:11,"everyone","1379148378135785473","141706091","en","1379148378135785473",FALSE,NA,"https://t.co/hWQcHwPK4w","https://pbs.twimg.com/profile_images/1558127180747612162/zqNa9e8f_normal.jpg",TRUE,"JoshWTSP","2010-05-08T20:14:22.000Z","Josh Sidorowicz WTSP","// @10TampaBay // anchor // #VERIFY // @michiganstateu alum // Email me jsidorowic@10tampabay.com","Tampa, FL",1,0,6,0,0,2386,1284,16371,112,NA,NA,"The good news is they've doubled the rate at which this water is being taken out to hopefully avoid a catastrophic collapse.

The bad news is they've doubled the rate at which this disgusting wastewater is being pumped into our beautiful bay... @10TampaBay https://t.co/UGJJa5D8l1",FALSE
"893","The story is not over once the reservoir is stable. ""Piney Point Live Updates: Potential second leak, Buchanan concerned about red tide""  via @brianries  @heraldtribune #PineyPoint. https   www heraldtribune com story news local manatee 2021 04 05 manatee county bradenton piney point live updates evacuations wastewater dumping tampa bay 7087765002",NA,FALSE,2021-04-05 19:14:05,"everyone","1379150364889411585","346610623","en","1379150364889411585",FALSE,"1589496408566304769","https://t.co/bBjAuNLuX8","https://pbs.twimg.com/profile_images/1395012914310836225/ppxbFrhS_normal.jpg",FALSE,"alexhydro","2011-08-01T15:09:18.000Z","Alexandra Lutz","Water science | At home and half a world away | GenX | Views = Mine","Reno, Nevada, USA",0,0,1,0,0,127,130,347,4,NA,NA,"The story is not over once the reservoir is stable. ""Piney Point Live Updates: Potential second leak, Buchanan concerned about red tide"" https://t.co/rWAVoNPFNT via @brianries  @heraldtribune #PineyPoint",FALSE
"894","RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.. ",NA,FALSE,2021-04-05 19:16:41,"everyone","1379151019289030657","4920185501","en","1379151019289030657",FALSE,NA,NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,"215kate1","2016-02-16T17:29:16.000Z","Kate","",NA,34,0,0,0,0,280,1063,25191,0,NA,NA,"RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.",FALSE
"895","@BillWeirCNN @WhySharksMatter And @ScottHopes joked that Manatee County has a waterfall and a canyon now. #nolaughingmatter. ","33515703",FALSE,2021-04-05 19:16:47,"everyone","1379126927831732234","19355163","en","1379151047139155973",FALSE,NA,"http://t.co/NuJkOYsEEN","https://pbs.twimg.com/profile_images/923491481779781632/qnmZJ_wp_normal.jpg",FALSE,"ascienceteacher","2009-01-22T19:18:44.000Z","Bekka Stasny","Science Teacher, DEN Star, love Technology, fishing and Science!","Bradenton",0,0,0,0,0,184,211,396,20,NA,NA,"@BillWeirCNN @WhySharksMatter And @ScottHopes joked that Manatee County has a waterfall and a canyon now. #nolaughingmatter",TRUE
"896","@BillWeirCNN Florida can't be responsible for their own environmental controls. We've sent that with all the invasive species they've let in. It needs to be taken away from them. ","33515703",FALSE,2021-04-05 19:22:06,"everyone","1379126927831732234","314334960","en","1379152386070093826",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/344513261573876100/70032f4409e5f24b4869786602be3bb6_normal.jpeg",FALSE,"ChefDarrylf","2011-06-10T02:46:25.000Z","Darryl A Fuller","","Cary, NC",0,0,0,0,0,261,1200,12577,4,NA,NA,"@BillWeirCNN Florida can't be responsible for their own environmental controls. We've sent that with all the invasive species they've let in. It needs to be taken away from them",TRUE
"897","RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.. ",NA,FALSE,2021-04-05 19:22:59,"everyone","1379152607537733641","153952806","en","1379152607537733641",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1003395478/Mistress_Sugar_Lump_Supreme_Being_normal.png",FALSE,"hollyb_herself","2010-06-10T00:22:46.000Z","Holly Ashcom","A very happy resident of the state of Confusion. She/her","Huntsville, AL",34,0,0,0,0,338,1168,77132,18,NA,NA,"RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.",FALSE
"898","@VernBuchanan I’ll be monitoring the situation.... . https   twitter com RanceWilla status 1379153134535249920 photo 1","20467163",FALSE,2021-04-05 19:25:05,"everyone","1379098390907195395","1325889136872611843","en","1379153134535249920",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1643699750548430855/xDtttSGv_normal.jpg",FALSE,"RanceWilla","2020-11-09T19:54:00.000Z","J Rance 🌻💙🌴🇺🇸","Democracy “Coven”🧙🏼‍♀️Keeping an eye on the crazies. I never claimed to have decorum. #NeverForgetJanuary6th","Sarasota, FL",0,0,1,0,0,3543,2897,23421,17,NA,NA,"@VernBuchanan I’ll be monitoring the situation.... https://t.co/VwOxgYUf1z",TRUE
"899","RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.. ",NA,FALSE,2021-04-05 19:26:45,"everyone","1379153553105723392","332273258","en","1379153553105723392",FALSE,"1603253863602999296",NA,"https://pbs.twimg.com/profile_images/1587376034353074176/umdG-ssP_normal.jpg",FALSE,"LavLobster","2011-07-09T14:25:42.000Z","lavlobster on 🐳🐘🐝🍄","Artist/geek/science/politics. Hella RTs. NB: any human pronoun. Land Back. @LavLobster@scicomm.xyz on 🐘@LavLobster@projectmushroom.social 🍄","Pacific Ocean",34,0,0,0,0,1335,1657,50876,36,NA,NA,"RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.",FALSE
"900","RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.. ",NA,FALSE,2021-04-05 19:31:14,"everyone","1379154684791898116","865341727","en","1379154684791898116",FALSE,"1564762155001561088",NA,"https://pbs.twimg.com/profile_images/1543572071673991174/oIURN0qK_normal.jpg",FALSE,"LSWalts","2012-10-06T21:28:32.000Z","LS 'tximeleta txiki ederra' Walts","Writer w dyslexia. Won some awards, now in 📦. ΦΘΚ🎓Honor Society PTK Proud Team science Ethics , law . I mostly sing my responses.  💓 cats n comicart  🚫 DM",NA,34,0,0,0,0,1287,4908,90926,6,NA,NA,"RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.",FALSE
"901","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 19:41:42,"everyone","1379157316440891394","1459054172","en","1379157316440891394",FALSE,"1585638671898013696",NA,"https://pbs.twimg.com/profile_images/1506028785367453697/lRTcH3RY_normal.jpg",FALSE,"Gina_Carol_C","2013-05-26T07:49:41.000Z","Gina Carol","End gerrymandering & voter suppression for fair voting in every state. Voting is our superpower. https://t.co/Atimegmaqq, https://t.co/3Gk3qGtYGh, https://t.co/29FyF9JDTZ","Dallas, TX",326,0,0,0,0,1985,1963,23216,2,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"902","RT @TB_Times: Millions of gallons of Piney Point wastewater have been pumping into Tampa Bay, posing ecological danger to a treasured estuary. Here's a look at April 2 near Port Manatee. 

Read the latest from today:  . https   www tampabay com news environment 2021 04 05 next update on piney point expected midday monday. https   twitter com TB_Times status 1379114685866328064 video 1",NA,FALSE,2021-04-05 19:41:46,"everyone","1379157333050265607","1312516157656752129","en","1379157333050265607",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1312522993785077762/P4tOsUyF_normal.jpg",FALSE,"DeborahSWillia6","2020-10-03T22:14:16.000Z","Deborah S. Williams","Wife and mother of two poodles: one black standard and the other is a bi-colored royal. Photographer, novice oil painter, lover of nature, wildlife and music.",NA,23,0,0,0,0,37,414,954,0,NA,NA,"RT @TB_Times: Millions of gallons of Piney Point wastewater have been pumping into Tampa Bay, posing ecological danger to a treasured estuary. Here's a look at April 2 near Port Manatee. 

Read the latest from today: https://t.co/bNctX2IjQa https://t.co/Ziyjr0pO3Q",FALSE
"903","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 19:48:08,"everyone","1379158936633360386","231539047","en","1379158936633360386",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1332363363100332037/i_ilQcEa_normal.jpg",FALSE,"Marymiguelkraus","2010-12-28T20:21:51.000Z","Mary Miguel Kraus","l love kindness and justice. 🌹🐱🐶🐕
 🌺 l am a retired librarian, Still love research and genealogy🇺🇸🇨🇱🇲🇽  animals are precious 🐕  🐶🐩🐦married ❤","Texas, USA",326,0,0,0,0,735,1844,28196,3,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"904","@BlueStates2022 @VernBuchanan @PeterSchorschFL @nikkifried He was aware of it back at minimum Oct 2020.  He tweeted about it!. ","49289506",FALSE,2021-04-05 19:49:29,"everyone","1379098390907195395","1558685574","en","1379159275096932360",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/951559442138574849/EnLtx_GZ_normal.jpg",FALSE,"terraceia16","2013-06-30T19:03:45.000Z","Coralgablesnative","Father of two amazing young adults","Barrington, IL",0,1,1,0,0,9,24,109,0,NA,NA,"@BlueStates2022 @VernBuchanan @PeterSchorschFL @nikkifried He was aware of it back at minimum Oct 2020.  He tweeted about it!",TRUE
"905","@FriendEden100 Where is Desantis getting his advice from. At what point did he decide this would work out ok. ","3241707920",FALSE,2021-04-05 19:49:44,"everyone","1378827736731557888","231539047","en","1379159338342842371",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1332363363100332037/i_ilQcEa_normal.jpg",FALSE,"Marymiguelkraus","2010-12-28T20:21:51.000Z","Mary Miguel Kraus","l love kindness and justice. 🌹🐱🐶🐕
 🌺 l am a retired librarian, Still love research and genealogy🇺🇸🇨🇱🇲🇽  animals are precious 🐕  🐶🐩🐦married ❤","Texas, USA",0,1,1,0,0,714,1840,28155,4,NA,NA,"@FriendEden100 Where is Desantis getting his advice from. At what point did he decide this would work out ok",TRUE
"906","RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.. ",NA,FALSE,2021-04-05 19:50:25,"everyone","1379159512377085953","1255604375910780934","en","1379159512377085953",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1416591066208296963/kE2MwJSx_normal.jpg",FALSE,"Yourwinner3","2020-04-29T21:06:41.000Z","B.C.","",NA,34,0,0,0,0,2511,4678,70213,3,NA,NA,"RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.",FALSE
"907","RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.. ",NA,FALSE,2021-04-05 19:52:44,"everyone","1379160092038336514","871399252815204354","en","1379160092038336514",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/903366705036095488/-qtMGYCZ_normal.jpg",FALSE,"Terryg1979","2017-06-04T16:12:26.000Z","Terry Egan 🇺🇦","","A BUCKEYE living in Michigan ",34,0,0,0,0,1010,909,602141,3,NA,NA,"RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.",FALSE
"908","@Marymiguelkraus That’s what I’d like to know!🤔. ","231539047",FALSE,2021-04-05 19:53:15,"everyone","1378827736731557888","3241707920","en","1379160221436764162",FALSE,"1106542737187323905",NA,"https://pbs.twimg.com/profile_images/608756489839345664/-1ZYKAce_normal.jpg",FALSE,"FriendEden100","2015-06-10T21:42:43.000Z","Arctic Friend","Trump is harming: Women/Children/Veterans/The Poor/Minorities/Our Planet🌎/Our International Reputation/Education/Healthcare/Scientific Advancements/Our Freedom","It's cold here.",0,0,0,0,0,33642,32912,242243,167,NA,NA,"@Marymiguelkraus That’s what I’d like to know!🤔",TRUE
"909","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 19:53:55,"everyone","1379160390941167622","94823493","en","1379160390941167622",FALSE,"770422783012511744",NA,"https://pbs.twimg.com/profile_images/1449730594074660871/WppmJXDA_normal.jpg",FALSE,"burpeesRfun","2009-12-05T16:39:54.000Z","Jumping Bean","If kindness is your king, then heaven will be yours before you meet your end #DMB I ❤️Cleveland! #anipal #vegan Post: @jcleveland1","Cleveland",326,0,0,0,0,5353,3761,142863,210,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"910","RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 19:55:53,"everyone","1379160884967309316","23604785","en","1379160884967309316",FALSE,"1272262148371222528",NA,"https://pbs.twimg.com/profile_images/874267164114636801/qNRcGVlv_normal.jpg",FALSE,"BillieO2","2009-03-10T15:28:11.000Z","Billie","FRIENDS ARE THE FAMILY WE CHOOSE  ᐰ","New York",326,0,0,0,0,4958,5152,864107,395,NA,NA,"RT @FriendEden100: Florida’s dumping millions of gallons of “highly contaminated, radioactive wastewater"" into Tampa Bay. DeSantis says dumping millions of gallons of contaminated wastewater into the ecologically sensitive bay is the best option.

GOP will destroy the earth.https://t.co/hoyT6CVV4y",FALSE
"911","RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.. ",NA,FALSE,2021-04-05 19:57:05,"everyone","1379161189054361600","1172902535558029314","en","1379161189054361600",FALSE,"1422994131165528064",NA,"https://pbs.twimg.com/profile_images/1354495607189221376/4xLFoRcU_normal.jpg",FALSE,"lbarbara48_2","2019-09-14T15:59:10.000Z","Lois Shorten","I am a die hard VOTING PROGRESSIVE DEMOCRAT!! #TrumpIsATHEIFofClassifieddocuments #TrumpMUSTBeHeldAccountable #TrumpIsATraitor",NA,34,0,0,0,0,8104,8605,123980,6,NA,NA,"RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.",FALSE
"912","@FriendEden100 This is what deregulation looks like. Thanks @gop for continually destroying our health. @GovRonDeSantis @RonDeSantisFL @SenRubioPress. ","3241707920",FALSE,2021-04-05 19:59:51,"everyone","1378827736731557888","94823493","en","1379161882695774220",FALSE,"770422783012511744",NA,"https://pbs.twimg.com/profile_images/1449730594074660871/WppmJXDA_normal.jpg",FALSE,"burpeesRfun","2009-12-05T16:39:54.000Z","Jumping Bean","If kindness is your king, then heaven will be yours before you meet your end #DMB I ❤️Cleveland! #anipal #vegan Post: @jcleveland1","Cleveland",0,0,1,0,0,5356,3754,145050,210,NA,NA,"@FriendEden100 This is what deregulation looks like. Thanks @gop for continually destroying our health. @GovRonDeSantis @RonDeSantisFL @SenRubioPress",TRUE
"913","@BlueStates2022 @VernBuchanan @PeterSchorschFL @nikkifried . https   twitter com terraceia16 status 1379162253925175300 photo 1","1558685574",FALSE,2021-04-05 20:01:19,"everyone","1379098390907195395","1558685574","qme","1379162253925175300",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/951559442138574849/EnLtx_GZ_normal.jpg",FALSE,"terraceia16","2013-06-30T19:03:45.000Z","Coralgablesnative","Father of two amazing young adults","Barrington, IL",0,1,0,0,0,9,24,109,0,NA,NA,"@BlueStates2022 @VernBuchanan @PeterSchorschFL @nikkifried https://t.co/IlESCWB9dI",TRUE
"914","@FriendEden100 So now the #GOP is killing the fishing industry in the Gulf? Who will want to eat anything that comes from anywhere near the Gulf coast?. ","3241707920",FALSE,2021-04-05 20:02:35,"everyone","1378827736731557888","1002101719","en","1379162572583149568",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1572575675567214596/RhZbqKsT_normal.jpg",FALSE,"imholley","2012-12-10T17:18:57.000Z","VoteBlue☮️🌻🇺🇦","I am - in no particular order - mom, bicyclist, wife, dog owner, knitter, traveler, sister, friend, amateur gardener. #IVoteBlue 🇺🇸",NA,0,1,1,0,0,728,1201,21681,3,NA,NA,"@FriendEden100 So now the #GOP is killing the fishing industry in the Gulf? Who will want to eat anything that comes from anywhere near the Gulf coast?",TRUE
"915","Millions of gallons of toxic wastewater were pumped into Tampa Bay wreaking havoc on the sensitive ecosystem. . https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-05 20:05:02,"everyone","1379163189355687941","1050429650403512320","en","1379163189355687941",FALSE,"1440405128326967303","https://t.co/3mwP6paPyK","https://pbs.twimg.com/profile_images/1054067748454707200/CqOgMj5U_normal.jpg",FALSE,"EOPAmerica","2018-10-11T16:55:19.000Z","Elected Officials to Protect America","The mission of Elected Officials to Protect America (EOPA) is to empower bold, courageous leadership from elected officials on climate change from the ground up",NA,0,0,1,0,0,1297,723,1851,16,NA,NA,"Millions of gallons of toxic wastewater were pumped into Tampa Bay wreaking havoc on the sensitive ecosystem. https://t.co/0SZ8JGxLYN",FALSE
"916","@imholley No one!. ","1002101719",FALSE,2021-04-05 20:06:15,"everyone","1378827736731557888","3241707920","en","1379163493102936070",FALSE,"1106542737187323905",NA,"https://pbs.twimg.com/profile_images/608756489839345664/-1ZYKAce_normal.jpg",FALSE,"FriendEden100","2015-06-10T21:42:43.000Z","Arctic Friend","Trump is harming: Women/Children/Veterans/The Poor/Minorities/Our Planet🌎/Our International Reputation/Education/Healthcare/Scientific Advancements/Our Freedom","It's cold here.",0,0,0,0,0,33642,32912,242243,167,NA,NA,"@imholley No one!",TRUE
"917","RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.. ",NA,FALSE,2021-04-05 20:07:52,"everyone","1379163903557533696","47529168","en","1379163903557533696",FALSE,"834566966333603840",NA,"https://pbs.twimg.com/profile_images/1348473267972091908/-p8DCY_9_normal.jpg",FALSE,"YoursINegritude","2009-06-16T03:20:58.000Z","YoursINegritude (It’s Garden time)","I am YoursINegritude on Counter Social, in case this goes down in flames.  it has been a privilege to get to known many of you better.  Muah 💋","United States",34,0,0,0,0,1392,4997,203016,17,NA,NA,"RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.",FALSE
"918","Anyone? #pineypoint

. https   www heraldtribune com story news local manatee 2021 04 05 manatee county bradenton piney point live updates evacuations wastewater dumping tampa bay 7087765002",NA,FALSE,2021-04-05 20:08:00,"everyone","1379163933391650816","1004801981448359936","en","1379163933391650816",FALSE,NA,"https://t.co/eIs4BT5bOY","https://pbs.twimg.com/profile_images/1595182782891888641/7-4ZzTJ2_normal.jpg",FALSE,"biirdberry","2018-06-07T19:07:15.000Z","Sarah Elizabeth Darville (سارة)","Utility Player 🎲 Astrologer ♈️☀️♊️🌅♒️🌙 Taxidermist 🦌 Wilderness First Responder ⛑ B.S Biology 🧬 Philoso-fae 🧚‍♂️","Florida, USA",0,0,1,0,0,305,1438,1613,7,NA,NA,"Anyone? #pineypoint

https://t.co/qD4xgiZizY",FALSE
"919","RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.. ",NA,FALSE,2021-04-05 20:08:27,"everyone","1379164049590657026","2468542914","en","1379164049590657026",FALSE,"1593465158277296128","https://t.co/SCTTJWAwmm","https://pbs.twimg.com/profile_images/1588079008213762048/_c6ALsaw_normal.jpg",FALSE,"MikeBaptiste1","2014-04-29T01:47:29.000Z","Mike Baptiste","Crazed father of 5, small biz owner, soccer coach, and AFCL partner in crime with @GoodeGirl73/@Genie731 🇺🇦💪
Mastodon: @MBinNC@mas.to","Mebane, NC",34,0,0,0,0,385,586,38675,6,NA,NA,"RT @BillWeirCNN: Manatee County officials say their thermo drone found a second potential weak spot in the Piney Point wastewater reservoir. 

To avoid a 20’ moving wall of liquid, only option is to empty it into Tampa Bay and with 20 new pumps will soon be moving 100 million gallons/day.",FALSE
"920","@LizzieTheLawyer @VernBuchanan I am curious as to how many times Rep. Vern has been to the site prior to this?  My guess is never.  If he had, it would’ve been on the news.  All he’d had to do is drive by on Buckley Rd. to see land laid to waste!!!. ","1278117045830385665",FALSE,2021-04-05 20:10:37,"everyone","1379098390907195395","1558685574","en","1379164594783064069",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/951559442138574849/EnLtx_GZ_normal.jpg",FALSE,"terraceia16","2013-06-30T19:03:45.000Z","Coralgablesnative","Father of two amazing young adults","Barrington, IL",0,1,5,0,0,9,24,109,0,NA,NA,"@LizzieTheLawyer @VernBuchanan I am curious as to how many times Rep. Vern has been to the site prior to this?  My guess is never.  If he had, it would’ve been on the news.  All he’d had to do is drive by on Buckley Rd. to see land laid to waste!!!",TRUE
"921","@BillWeirCNN @YoursINegritude GO #DeathSantis!. ","33515703",FALSE,2021-04-05 20:10:39,"everyone","1379126927831732234","73184120","und","1379164601435222018",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1100783674453356544/17nF2tUN_normal.png",FALSE,"swickl3","2009-09-10T18:26:48.000Z","Liz1973","The dog ate my filter.  #FULLYVAXED #RESIST #DOTUS
#StrongerTogether #ResistanceUnit #BLUEWAVE 💔","Akron",0,0,0,0,0,1247,1939,19176,3,NA,NA,"@BillWeirCNN @YoursINegritude GO #DeathSantis!",TRUE
"922","@VernBuchanan @mysuncoast Too little, too late. Nothing but a photo op!. ","20467163",FALSE,2021-04-05 20:10:43,"everyone","1379098390907195395","2988924144","en","1379164619386843136",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1589582420973608961/x9mG-Mmv_normal.jpg",FALSE,"Bobcudaram","2015-01-18T19:58:25.000Z","🍀🌼🌸 Kathleen 🌸🌼🍀","Educator ❤, Boy mom 👦 , Empty Nester 🐦 🪺, Grew up GA 🍑, Florida Girl ☀️🐬🌴, 💫isney AP ✨🏰✨",NA,0,0,1,0,0,212,1034,1825,2,NA,NA,"@VernBuchanan @mysuncoast Too little, too late. Nothing but a photo op!",TRUE
"923","@BillWeirCNN @lbarbara48_2 How much marine life is this going to kill?  Jesus. ","33515703",FALSE,2021-04-05 20:11:32,"everyone","1379126927831732234","1350153349958692866","en","1379164826111475715",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1350157796583628800/FpPVYNX__normal.jpg",FALSE,"HiltonPowell7","2021-01-15T18:50:27.000Z","💙 in SouthCarolina","Liberal Democrat from a Red State. Follow the science and get your vaccine! Trump committed espionage. #BLM #VoteBlue2024 #BlueCrew No DMs 🇺🇦","Charleston, SC",1,1,3,0,0,6680,7243,25665,9,NA,NA,"@BillWeirCNN @lbarbara48_2 How much marine life is this going to kill?  Jesus",TRUE
