"","text","conversation_id","lang","possibly_sensitive","created_at.x","author_id","reply_settings","id","profile_image_url","url","name","username","location","created_at.y","verified","protected","description","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","public_metrics.y_like_count","public_metrics.y_media_count","text_with_display_links","in_reply_to_user_id","reply.to.thread.no.term","geo_place_id"
"226","Red Tide Alert For Pinellas County Beaches #redtide #pinellascounty #beach 
. https   www tampafp com red tide alert for pinellas county beaches","1841510564675064199","en",FALSE,2024-10-02 16:08:26,"1137844959296593921","everyone","1841510564675064199","https://pbs.twimg.com/profile_images/1278681118313611264/7c9px0GJ_normal.png","https://t.co/UtOGfXaGMn","Tampa Free Press","tampafreepress","Tampa, FL","2019-06-09T22:12:33.000Z",FALSE,FALSE,"National and Local Breaking News, Sports, and Politics.",NA,0,0,0,0,0,32,4170,2724,29072,23,2589,NA,"Red Tide Alert For Pinellas County Beaches #redtide #pinellascounty #beach 
https://t.co/hCOKGW55xB",NA,FALSE,NA
"227","Red Tide Alert For Pinellas County Beaches . https   www newsbreak com share 3617105114281 red tide alert for pinellas county beaches","1841510025308586124","en",FALSE,2024-10-02 16:06:18,"761380526","everyone","1841510025308586124","https://pbs.twimg.com/profile_images/1207172723312615424/P78wMxut_normal.jpg","https://t.co/023H3taFrk","One of Trump's Army","JaniceMontalto","St Petersburg, FL","2012-08-16T11:33:23.000Z",FALSE,FALSE,"🇺🇸 #1A #2A #NRA 🇺🇸 I VOTE #TRUMP #TheBestIsYetToCome #Veteran USA Sgt ADA 🚫RINO We must start working NOW. Living with Stage 4 lung cancer. Love D. Cowboys","1574829719723413534",0,0,0,0,0,6,4615,5384,164248,88,19854,NA,"Red Tide Alert For Pinellas County Beaches https://t.co/gEw2pReObl",NA,FALSE,NA
"228","Red Tide Alert For Pinellas County Beaches 
. https   www newsbreak com share 3617105114281 red tide alert for pinellas county beaches","1841509993335460276","en",FALSE,2024-10-02 16:06:10,"1802717940774547456","everyone","1841509993335460276","https://pbs.twimg.com/profile_images/1802989735792541696/KBkA4Igk_normal.jpg",NA,"Jim Cate","jim_cate32281",NA,"2024-06-17T15:00:48.000Z",FALSE,FALSE,"","1821113619414736982",0,0,0,0,0,4,464,24,1347,0,123,NA,"Red Tide Alert For Pinellas County Beaches 
https://t.co/DiOEURHyxX",NA,FALSE,NA
"229","(6/6) ""... For the latest sampling data, visit https://t.co/bDyJBjjN7F.""

#RedTide monitoring via @PinellasGov","1841506604388127191","en",FALSE,2024-10-02 15:54:38,"13058782","everyone","1841507090377924857","https://pbs.twimg.com/profile_images/1519035778059358217/mUPjQqsF_normal.jpg","https://t.co/bUWYk8x2JM","Seán Kinane WMNF","wmnfnews","Tampa, FL USA","2008-02-04T18:22:04.000Z",FALSE,FALSE,"WMNF Community Radio news from #Tampa, #StPete, Sarasota #Florida & beyond. Tweets by WMNF News and Public Affairs Director Seán Kinane. he/him","1380000214661136388",0,0,0,0,0,31,6516,2626,80993,348,50506,NA,NA,"13058782",TRUE,NA
"230","(5/6) ""... Residents who find dead fish near their boat dock can retrieve them with a skimmer and dispose of them with their regular trash.

Florida Department of Health's Healthy Beaches program also routinely monitors water quality at beaches. ...""","1841506604388127191","en",FALSE,2024-10-02 15:54:10,"13058782","everyone","1841506973356802273","https://pbs.twimg.com/profile_images/1519035778059358217/mUPjQqsF_normal.jpg","https://t.co/bUWYk8x2JM","Seán Kinane WMNF","wmnfnews","Tampa, FL USA","2008-02-04T18:22:04.000Z",FALSE,FALSE,"WMNF Community Radio news from #Tampa, #StPete, Sarasota #Florida & beyond. Tweets by WMNF News and Public Affairs Director Seán Kinane. he/him","1380000214661136388",0,1,1,0,0,36,6516,2626,80993,348,50506,NA,NA,"13058782",TRUE,NA
"231","(4/x) ""... wind is blowing onshore. It is not known if Hurricane Helene is linked to this occurrence of Red Tide, nor when conditions will improve.

Residents can report fish kills to FWC through the FWC Reporter app, by calling
800-636-0511 or by submitting a report online. ...""","1841506604388127191","en",FALSE,2024-10-02 15:53:48,"13058782","everyone","1841506881249923189","https://pbs.twimg.com/profile_images/1519035778059358217/mUPjQqsF_normal.jpg","https://t.co/bUWYk8x2JM","Seán Kinane WMNF","wmnfnews","Tampa, FL USA","2008-02-04T18:22:04.000Z",FALSE,FALSE,"WMNF Community Radio news from #Tampa, #StPete, Sarasota #Florida & beyond. Tweets by WMNF News and Public Affairs Director Seán Kinane. he/him","1380000214661136388",0,1,1,0,0,32,6516,2626,80993,348,50506,NA,NA,"13058782",TRUE,NA
"232","(3/x) ""... Madeira Beach and Dunedin Causeway.

Residents along the beach communities, especially those cleaning out their homes and businesses from Hurricane Helene, may experience respiratory irritation when concentrations are higher, especially when the ...""","1841506604388127191","en",FALSE,2024-10-02 15:53:23,"13058782","everyone","1841506774207107429","https://pbs.twimg.com/profile_images/1519035778059358217/mUPjQqsF_normal.jpg","https://t.co/bUWYk8x2JM","Seán Kinane WMNF","wmnfnews","Tampa, FL USA","2008-02-04T18:22:04.000Z",FALSE,FALSE,"WMNF Community Radio news from #Tampa, #StPete, Sarasota #Florida & beyond. Tweets by WMNF News and Public Affairs Director Seán Kinane. he/him","1380000214661136388",0,1,1,0,0,36,6516,2626,80993,348,50506,NA,NA,"13058782",TRUE,NA
"233","(2/x) ""... low to medium concentrations of Red Tide detected in water samples taken from Pinellas waters. Low concentrations were found off Pass-a-Grille, the Clearwater Intracoastal Waterway and Honeymoon Island.
Medium concentrations were found off St. Pete Beach, ..."". ","1841506604388127191","en",FALSE,2024-10-02 15:53:01,"13058782","everyone","1841506681445879816","https://pbs.twimg.com/profile_images/1519035778059358217/mUPjQqsF_normal.jpg","https://t.co/bUWYk8x2JM","Seán Kinane WMNF","wmnfnews","Tampa, FL USA","2008-02-04T18:22:04.000Z",FALSE,FALSE,"WMNF Community Radio news from #Tampa, #StPete, Sarasota #Florida & beyond. Tweets by WMNF News and Public Affairs Director Seán Kinane. he/him","1380000214661136388",0,1,1,0,0,95,6516,2626,80993,348,50506,NA,"(2/x) ""... low to medium concentrations of Red Tide detected in water samples taken from Pinellas waters. Low concentrations were found off Pass-a-Grille, the Clearwater Intracoastal Waterway and Honeymoon Island.
Medium concentrations were found off St. Pete Beach, ...""","13058782",FALSE,NA
"234","Pinellas County is monitoring #RedTide after #HurricaneHelene (thread 1/x)

""Pinellas County monitoring low to medium concentrations of Red Tide off beaches

Pinellas County and the Florida Fish and Wildlife Conservation Commission
(FWC) are monitoring ..."". ","1841506604388127191","en",FALSE,2024-10-02 15:52:42,"13058782","everyone","1841506604388127191","https://pbs.twimg.com/profile_images/1519035778059358217/mUPjQqsF_normal.jpg","https://t.co/bUWYk8x2JM","Seán Kinane WMNF","wmnfnews","Tampa, FL USA","2008-02-04T18:22:04.000Z",FALSE,FALSE,"WMNF Community Radio news from #Tampa, #StPete, Sarasota #Florida & beyond. Tweets by WMNF News and Public Affairs Director Seán Kinane. he/him","1380000214661136388",0,1,1,0,0,178,6516,2626,80993,348,50506,NA,"Pinellas County is monitoring #RedTide after #HurricaneHelene (thread 1/x)

""Pinellas County monitoring low to medium concentrations of Red Tide off beaches

Pinellas County and the Florida Fish and Wildlife Conservation Commission
(FWC) are monitoring ...""",NA,FALSE,NA
"235","RT @weatherbryan: It's a stew of harmful algae blooms along a few Tampa Bay Area beaches.  Check out the various creatures in yesterday's water sampling: 

▶️ A small amount of red tide has been sampled by the FWC near ""New Pass"" in Sarasota and Clearwater Beach.  

▶️ Yesterday's sample from…  . https   twitter com i web status 1838370470984315282. https   twitter com weatherbryan status 1838370470984315282 photo 1","1838741951681585641","en",FALSE,2024-09-25 00:46:58,"714685684037062656","everyone","1838741951681585641","https://pbs.twimg.com/profile_images/777689054565527553/G8TMlONJ_normal.jpg",NA,"Claire Phillips","DocClaireP",NA,"2016-03-29T05:28:40.000Z",FALSE,FALSE,"I am a 100% scientist. Discovery and learning is part of life - 3 science degrees Marine Biologist - Lifetime Saint All views my own",NA,2,0,0,0,0,0,931,617,57551,32,118435,NA,"RT @weatherbryan: It's a stew of harmful algae blooms along a few Tampa Bay Area beaches.  Check out the various creatures in yesterday's water sampling: 

▶️ A small amount of red tide has been sampled by the FWC near ""New Pass"" in Sarasota and Clearwater Beach.  

▶️ Yesterday's sample from… https://t.co/LQtslkhzXT https://t.co/IHbIvG4JMl",NA,NA,NA
"236","RT @weatherbryan: It's a stew of harmful algae blooms along a few Tampa Bay Area beaches.  Check out the various creatures in yesterday's water sampling: 

▶️ A small amount of red tide has been sampled by the FWC near ""New Pass"" in Sarasota and Clearwater Beach.  

▶️ Yesterday's sample from…  . https   twitter com i web status 1838370470984315282. https   twitter com weatherbryan status 1838370470984315282 photo 1","1838485557162148078","en",FALSE,2024-09-24 07:48:08,"504888580","everyone","1838485557162148078","https://pbs.twimg.com/profile_images/1785280113057153024/eAA40n1i_normal.jpg","https://t.co/o4wgzcLQmb","NicoFLyGirl","FLNicoFLyGirl","WINNING 🥅🏒🏉⚾️Tampa Bae USA","2012-02-26T19:28:52.000Z",FALSE,FALSE,"If Ur not part of the freaks~Ur part of the boredom @PerryFarrell ^ A&R Hospitality @lnepresents FL https://t.co/JAbJHDKfNf #eseLocos 💜 @glove @billyidol 🎸",NA,2,0,0,0,0,0,302,710,14817,27,27409,NA,"RT @weatherbryan: It's a stew of harmful algae blooms along a few Tampa Bay Area beaches.  Check out the various creatures in yesterday's water sampling: 

▶️ A small amount of red tide has been sampled by the FWC near ""New Pass"" in Sarasota and Clearwater Beach.  

▶️ Yesterday's sample from… https://t.co/LQtslkhzXT https://t.co/IHbIvG4JMl",NA,NA,NA
"237","It's a stew of harmful algae blooms along a few Tampa Bay Area beaches.  Check out the various creatures in yesterday's water sampling: 

▶️ A small amount of red tide has been sampled by the FWC near ""New Pass"" in Sarasota and Clearwater Beach.  

▶️ Yesterday's sample from…  . https   twitter com i web status 1838370470984315282. https   twitter com weatherbryan status 1838370470984315282 photo 1","1838370470984315282","en",FALSE,2024-09-24 00:10:50,"1452715530","everyone","1838370470984315282","https://pbs.twimg.com/profile_images/1376726005419761670/kYF7H8db_normal.jpg",NA,"Bryan Bennett","weatherbryan","Tampa, FL","2013-05-23T23:11:40.000Z",FALSE,FALSE,"Meteorologist, AMS Certified, Emmy awards for coverage of Hurricane Sandy & Irene, Undergrad degree from GT, Graduate degree from MS State.",NA,2,0,6,0,3,675,3684,706,17357,164,13870,NA,"It's a stew of harmful algae blooms along a few Tampa Bay Area beaches.  Check out the various creatures in yesterday's water sampling: 

▶️ A small amount of red tide has been sampled by the FWC near ""New Pass"" in Sarasota and Clearwater Beach.  

▶️ Yesterday's sample from… https://t.co/LQtslkhzXT https://t.co/IHbIvG4JMl",NA,NA,NA
"238","The Gulf in southern Pinellas County (St. Pete Beach) was ""baby poop brown"" this afternoon, to quote a beachgoer.

There is a report of red tide (karenia brevis) in Sarasota County.  However, I don't think this is red tide.  I think it is more likely trichodesmium. 

The recent…  . https   twitter com i web status 1838012135538049025. https   twitter com weatherbryan status 1838012135538049025 photo 1","1838012135538049025","en",FALSE,2024-09-23 00:26:56,"1452715530","everyone","1838012135538049025","https://pbs.twimg.com/profile_images/1376726005419761670/kYF7H8db_normal.jpg",NA,"Bryan Bennett","weatherbryan","Tampa, FL","2013-05-23T23:11:40.000Z",FALSE,FALSE,"Meteorologist, AMS Certified, Emmy awards for coverage of Hurricane Sandy & Irene, Undergrad degree from GT, Graduate degree from MS State.",NA,0,0,17,0,0,667,3684,706,17357,164,13870,NA,"The Gulf in southern Pinellas County (St. Pete Beach) was ""baby poop brown"" this afternoon, to quote a beachgoer.

There is a report of red tide (karenia brevis) in Sarasota County.  However, I don't think this is red tide.  I think it is more likely trichodesmium. 

The recent… https://t.co/zEWR5T4MNb https://t.co/K6YElA0mjY",NA,NA,NA
"239","@mtgreenee In South Florida we can't afford Trump Ron DeSantis Red Tide Rick Scott or Mark Rubio! after all the hurricanes are insurance premiums have went up 400%! South Florida is polluted from Clearwater to Marco Island with red tide!","1832018923975213131","en",FALSE,2024-09-06 20:42:35,"898215138582552576","everyone","1832157471546179863","https://pbs.twimg.com/profile_images/1832294774071590912/XBQFoFXL_normal.jpg","https://t.co/KY1lqyBQ43","Anonymous","Anonymitysec","Open source shareware freeware","2017-08-17T16:09:11.000Z",FALSE,FALSE,"No one in Power wants Democracy! Green is for the environment & Peace is for the people! #M4A HghSpd/Maglev NTFC #GreenNewDeal Together we can change the World!",NA,0,0,1,0,0,20,577,239,17187,2,93232,NA,"@mtgreenee In South Florida we can't afford Trump Ron DeSantis Red Tide Rick Scott or Mark Rubio! after all the hurricanes are insurance premiums have went up 400%! South Florida is polluted from Clearwater to Marco Island with red tide!","826065164504006657",NA,NA
"240","@HailState_CO I've lived in 3 SWFL beach towns over the last 4 years until I had to move inland. Happy to help how I can.

The beaches between Clearwater and Manasota are the best I've seen in Florida short of Peanut Island. Water is crystal clear only problem is red tide.

Insurance is brutal","1820170377349529625","en",FALSE,2024-08-04 21:37:29,"1514201749007048714","everyone","1820212488199078388","https://pbs.twimg.com/profile_images/1764034192797466624/DJ2WgLvH_normal.jpg",NA,"Outdoor Sports Enthusiast","335enthusiast","the suburbs","2022-04-13T11:20:13.000Z",FALSE,FALSE,"Fan of Sports.  

Enjoyer of MSG and 5G Cell Towers.

Former Sandwich Artist.

Not a hero.",NA,0,2,1,0,0,199,526,323,19986,0,74088,NA,"@HailState_CO I've lived in 3 SWFL beach towns over the last 4 years until I had to move inland. Happy to help how I can.

The beaches between Clearwater and Manasota are the best I've seen in Florida short of Peanut Island. Water is crystal clear only problem is red tide.

Insurance is brutal","786827384704020481",NA,NA
"241","With one in 10 area residents in tourism, protecting our beaches is good business. 🏖️ The BP oil spill and 2018 red tide were environmental and economic disasters.

Pinellas County needs common sense laws that protect clean air and water so our economy can thrive. . https   twitter com lizforflorida status 1815400155438264483 video 1","1815400155438264483","en",FALSE,2024-07-22 14:55:00,"1768728077238943744","everyone","1815400155438264483","https://pbs.twimg.com/profile_images/1778820116836241412/_cYvkXME_normal.jpg","https://t.co/6SPBI2AV2v","Liz Dahan","lizforflorida",NA,"2024-03-15T19:57:11.000Z",FALSE,FALSE,"Businesswoman, diplomat, and Floridian running for Congress in Florida’s 13th Congressional District.","1801595406771421296",0,0,2,0,0,79,100,121,82,1,16,NA,"With one in 10 area residents in tourism, protecting our beaches is good business. 🏖️ The BP oil spill and 2018 red tide were environmental and economic disasters.

Pinellas County needs common sense laws that protect clean air and water so our economy can thrive. https://t.co/3pJu7fmhUz",NA,NA,NA
"242","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814645639260651864","en",FALSE,2024-07-20 12:56:49,"3291516273","everyone","1814645639260651864","https://pbs.twimg.com/profile_images/1070332453993082880/SUkbO7Nr_normal.jpg",NA,"zoe","katzoecat",NA,"2015-05-20T16:31:53.000Z",FALSE,FALSE,"Joined Twitter in order to join the Resistance. Despise the trump administration. Trump will never be my president. Standing with Ukraine 🇺🇦. no Dms","1267991961186820097",107,0,0,0,0,0,3504,3754,114271,5,169623,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"243","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814638683338768665","en",FALSE,2024-07-20 12:29:11,"1292476725977387010","everyone","1814638683338768665","https://pbs.twimg.com/profile_images/1656426482791530499/vITNzwA1_normal.jpg",NA,"BadLindaRobot","BadrobotLinda","United States","2020-08-09T15:04:23.000Z",FALSE,FALSE,"A twin, married, liberal, #BidenHarris, 🇺🇦 living blue in a red state, #Resister, #DemsUnited, #ProudBlue, #Fresh","1570387622245335041",107,0,0,0,0,0,38322,25505,289443,11,335664,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"244","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814502692288422327","en",FALSE,2024-07-20 03:28:48,"195045036","everyone","1814502692288422327","https://pbs.twimg.com/profile_images/1656333808231219201/flApsypa_normal.jpg",NA,"Vivian 💙 Democracy","VivianCreekmore","Southern WI","2010-09-25T17:10:35.000Z",FALSE,FALSE,"NO DM's  Psych/Bio/LCSW
🌊#Democrats 2024 
#DemVoice1 #USDemocracy 
WI Primary Election: Aug 13
Gen Election Nov 5
Ck your voter status:
https://t.co/NOPXlFzFP2","1814327092386934824",107,0,0,0,0,0,6582,6264,157455,7,226358,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"245","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814458950575640911","en",FALSE,2024-07-20 00:34:59,"1111353379807072256","everyone","1814458950575640911","https://pbs.twimg.com/profile_images/1498680270979010568/NH1BVf6e_normal.jpg",NA,"Jason Thompson","J_Thompson_Art",NA,"2019-03-28T19:44:28.000Z",FALSE,FALSE,"Graphic Designer, Painter, & Photographer. I like to do art of cryptids, kaiju, paleontology, and Pokemon. #RenewInfinityTrain #FinishInfinityTrain","1807571874215342499",107,0,0,0,0,0,1115,615,270438,0,365672,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"246","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814448743716213045","en",FALSE,2024-07-19 23:54:25,"1181410363499106304","everyone","1814448743716213045","https://pbs.twimg.com/profile_images/1400231388771586051/m_pxmE0X_normal.jpg",NA,"J Mask up!","curiouschinwag","USA","2019-10-08T03:26:27.000Z",FALSE,FALSE,"Just an old dyke living under a rock, in back of a cave, with the computer screen as one of my light sources.

Be forewarned, I am an EPIC retweeter.","1522612891228254208",107,0,0,0,0,0,1339,4587,308961,5,331413,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"247","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814442873112154434","en",FALSE,2024-07-19 23:31:06,"822847432899891200","everyone","1814442873112154434","https://pbs.twimg.com/profile_images/1319350082773389312/QpzMjsT8_normal.jpg",NA,"Helis Bor","helisbor","Midwest USA","2017-01-21T16:44:50.000Z",FALSE,FALSE,"Joined Twitter in 2017 to protest tRump the unfit president. I believe that Americans deserve better and in a strategic longview of a better America for all.",NA,107,0,0,0,0,0,3659,691,98640,8,532451,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"248","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814442696745865339","en",FALSE,2024-07-19 23:30:24,"220849777","everyone","1814442696745865339","https://pbs.twimg.com/profile_images/1759671211376701440/N1Ywn8rO_normal.jpg","https://t.co/fFeLc1vK49","Bill DeMayo","BDeMayo","New York, USA","2010-11-29T00:56:34.000Z",FALSE,FALSE,"A nice #fella. Occasionally funny enough to be quoted in Newsweek and Yahoo News. Happily riding a Blue Wave 🌊 Snark guaranteed.","1673034622286938112",107,0,0,0,0,0,10732,3671,48562,35,56823,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"249","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814423061325640124","en",FALSE,2024-07-19 22:12:22,"47085577","everyone","1814423061325640124","https://pbs.twimg.com/profile_images/1596135793977954304/ZTJA5L--_normal.jpg","https://t.co/CjNO8kcaIC","Ellen #VoteBlue Bender 💙 🏳️‍🌈","ElvinBen","NYC","2009-06-14T12:46:37.000Z",FALSE,FALSE,"Co-Founder @DemocracyMarker, #PostcardsToVoters, #SharpieWarrior, Former Lawyer, Lifelong Democrat. she/her/hers https://t.co/jY25pn5yZZ",NA,107,0,0,0,0,0,2893,5119,183322,17,300076,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"250","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814397701041401994","en",FALSE,2024-07-19 20:31:36,"116234100","everyone","1814397701041401994","https://pbs.twimg.com/profile_images/1400602713444941824/BzbkDfX6_normal.jpg",NA,"Yvonne Lochner","doglips13","Northern California","2010-02-21T17:52:15.000Z",FALSE,FALSE,"Retired, Married to @LochnerWalter, Mom, Grandma, Dog Rescuer, BLM, #VoteBlueIn2024 #wtpBLUE #ProudBlue #DemsUnited",NA,107,0,0,0,0,0,17528,17992,124722,19,190365,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"251","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814299786909978703","en",FALSE,2024-07-19 14:02:31,"831577159605039105","everyone","1814299786909978703","https://pbs.twimg.com/profile_images/1815402603259326464/z7ZYGL-j_normal.jpg",NA,"Core bears","CoreBears",NA,"2017-02-14T18:53:39.000Z",FALSE,FALSE,"",NA,107,0,0,0,0,0,2484,5079,357414,1,752860,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"252","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814298500676420038","en",FALSE,2024-07-19 13:57:25,"1178016470476959744","everyone","1814298500676420038","https://pbs.twimg.com/profile_images/1680604563705933825/alVwA4iP_normal.jpg",NA,"PLongstocking2.0","0Plongstocking2",NA,"2019-09-28T18:41:46.000Z",FALSE,FALSE,"Not a traitor. Traveler. Liker of food. Orchid grower. Over educated sexual anarchist. I didn’t request a pardon, never had to plead the 5th. She devil🫦",NA,107,0,0,0,0,0,2715,3642,73885,2,162932,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
